Tambol_ID,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
520201,0.0,-0.8075194972030652,-1.6635246591343906,-2.6366242037529526,-3.8625846425820645,-5.754849804192344
520202,0.0,-0.3796385756418383,-0.7820716828835195,-1.239554290246266,-1.8159142127030836,-2.7055235078081292
520203,0.0,-0.5761277588822119,-1.186847793807986,-1.8811092472492925,-2.755775236797846,-4.105818784409267
520205,0.0,-0.36393489540613316,-0.7497214307821914,-1.1882803537767852,-1.7407992534723211,-2.593610022817907
520501,0.0,-0.7864544005322635,-1.6201296601525688,-2.5678447576479324,-3.7618245752685637,-5.604727772623896
520502,0.0,-1.8649578903043158,-3.8418929196310474,-6.089256209401328,-8.920599107640165,-13.290765841590407
520503,0.0,-0.9559026718550645,-1.9692003374173312,-3.1211086912139177,-4.572341587910975,-6.812313910692751
520504,0.0,-0.820450773347441,-1.6901636403785005,-2.678845990082281,-3.9244384415519407,-5.847005538196504
520505,0.0,-0.3648629374855807,-0.7516332371091252,-1.1913104951136169,-1.7452383302948122,-2.6002237860740127
520506,0.0,-0.44299734636794186,-0.9125934570826272,-1.4464264078794458,-2.118976387210536,-3.1570546603931597
520507,0.0,-0.428819168362645,-0.8833858047409808,-1.400133374183836,-2.051158318652765,-3.056012784376303
520508,0.0,-0.21138801357437273,-0.43546833784742156,-0.6902009857395345,-1.0111261680818298,-1.506472936864799
520509,0.0,-0.6451621843905968,-1.329061659306141,-2.1065128911464703,-3.085985606580545,-4.597797927322216
520510,0.0,-5.127609779372044,-10.563095182157628,-16.74210975526815,-24.52674747242114,-36.542305463831404
520601,0.0,-1.0088737859667043,-2.0783230952600134,-3.294064170369844,-4.825716785137489,-7.189816629486627
520603,0.0,-0.2793516501067195,-0.5754763323139316,-0.912108406770128,-1.3362146639424537,-1.9908210197842398
520605,0.0,-0.6339444974138905,-1.3059527449470008,-2.0698861284548564,-3.0323283690877108,-4.517854218315825
520606,0.0,-1.0110934965764922,-2.08289579393579,-3.3013117262980476,-4.836334262662229,-7.205635567868109
520705,0.0,-1.0133085671442688,-2.0874589339268144,-3.308544132069362,-4.846929545608292,-7.221421438633326
520801,0.0,-1.9973894301689463,-4.114707548844332,-6.52165716635253,-9.554055059906768,-14.234549395917654
520802,0.0,-2.402673841440717,-4.949610748641395,-7.844947429762978,-11.492640256026924,-17.122839923797066
520803,0.0,-0.9371050436276753,-1.930476420288629,-3.059732734683891,-4.482427436785751,-6.678351167380228
520804,0.0,-1.5961604173846209,-3.2881586431662932,-5.2116081458407315,-7.634867934014526,-11.37515997726499
520805,0.0,-2.266485514690512,-4.669056977964763,-7.400280223804594,-10.841214573766267,-16.152283338790408
520808,0.0,-2.402673841440717,-4.949610748641395,-7.844947429762978,-11.492640256026924,-17.122839923797066
521004,0.0,-0.5081389843085095,-1.0467880139024588,-1.6591197482397733,-2.4305664988714617,-3.621291553304705
521007,0.0,-0.9544429362703596,-1.966193219757159,-3.1163425224872885,-4.565359276931189,-6.801910992778188
521008,0.0,-0.4507487542479775,-0.9285616884332137,-1.4717354557729654,-2.1560534722091247,-3.2122956648210947
521010,0.0,-0.29940798377303,-0.6167932364150654,-0.9775941504163174,-1.4321495443686434,-2.133754024215907
521011,0.0,-18.712662887684022,-38.54888489943592,-61.09853701022197,-89.50773887457946,-133.3572312843185
521101,0.0,-0.7450370890277793,-1.5348082292256398,-2.4326134891208793,-3.5637143477033355,-5.309564116727899
521102,0.0,-0.393717797166784,-0.811075480648508,-1.285524222082273,-1.8832589455920419,-2.805860162856892
530110,0.0,-0.8577001639715601,-1.7668989762503593,-2.8004686199194198,-4.102612373783427,-6.112466185378364
530205,0.0,-0.2598850682617442,-0.5353743421572396,-0.8485482561674823,-1.2431007263367342,-1.8520909270658976
530305,0.0,-0.711431017466323,-1.4655782862549136,-2.3228866255852143,-3.402967398112157,-5.0700678630585125
530705,0.0,-4.32867044757996,-8.917246030289695,-14.133500567713755,-20.705204086752442,-30.848602868352092
530707,0.0,-0.2942071112468034,-0.6060792168448148,-0.9606128311654775,-1.4072723613193054,-2.0966896061518834
530709,0.0,-0.2772352025594505,-0.571116359958043,-0.9051980140818638,-1.326091121636384,-1.9757379935598942
530802,0.0,-0.1244528025120828,-0.2563780894384656,-0.40634965776650256,-0.5952914887807181,-0.8869224689292488
530803,0.0,-0.20641051936342078,-0.42521448714871196,-0.6739490168940864,-0.9873174640637156,-1.471000441544897
530804,0.0,-1.284212515595965,-2.6455326399700296,-4.19307002878634,-6.142736562687945,-9.152039262849323
530805,0.0,-1.284212515595965,-2.6455326399700296,-4.19307002878634,-6.142736562687945,-9.152039262849323
540101,0.0,-22.94607460453185,-47.269893875240115,-74.92100920532422,-109.75729463126407,-163.5269654816352
540102,0.0,-0.22129719995049105,-0.4558816850739915,-0.7225553756078481,-1.0585244925178936,-1.577091515702617
540103,0.0,-0.2392752274528771,-0.4929171896982159,-0.7812552616325288,-1.144518271213211,-1.7052133114118468
540104,0.0,-0.46737885662996737,-0.9628204097299615,-1.526034244350968,-2.2355997596829593,-3.330811368489147
540105,0.0,-0.26340016707025266,-0.5426155958576159,-0.860025371740787,-1.259914396745845,-1.8771415490755539
540106,0.0,-3.9423019103222856,-8.12131033899307,-12.871972344023034,-18.857098643407213,-28.095117771478613
540107,0.0,-12.877081996781975,-26.527338985049365,-42.04483753522166,-61.59457367198693,-91.76951524318962
540108,0.0,-14.942390417189763,-30.78196255508843,-48.788256348417946,-71.4735036724306,-106.48809454678225
540109,0.0,-0.5163951913561522,-1.0637961531018758,-1.6860770110778946,-2.470058175120343,-3.6801300478253522
540110,0.0,-4.945701117733617,-10.188355568570861,-16.14816152019839,-23.656629035366787,-35.24591939583342
540111,0.0,-0.2631427942947655,-0.5420853969458922,-0.8591850263477818,-1.258683312996835,-1.8753073621961698
540112,0.0,-0.34469625222897565,-0.7100890040180843,-1.1254644435430978,-1.648775608300175,-2.4565043525468275
540113,0.0,-3.3460080364667038,-6.892919486901866,-10.925018907229571,-16.004863412434027,-23.845583617709497
540114,0.0,-7.109679647749389,-14.646243779303914,-23.213747166617207,-34.00752491573502,-50.66767882439379
540115,0.0,-11.723207340531069,-24.15030790298633,-38.27733240710312,-56.07527842012426,-83.54633875941713
540116,0.0,-3.0792378780789638,-6.34336156497395,-10.05399020899958,-14.728829433741682,-21.944425566319456
540117,0.0,-25.418822011291667,-52.363859161778784,-82.99475316446332,-121.58511574445916,-181.14919005812786
540118,0.0,-0.3060760102491378,-0.6305296557946422,-0.9993658600271258,-1.4640445224492378,-2.181274227744477
540119,0.0,-0.27103262214680285,-0.5583387793517031,-0.884946027970873,-1.296422498241835,-1.931534827200635
540120,0.0,-0.24820120850740582,-0.5113050919626252,-0.8103993971885431,-1.187213658086986,-1.768825001905757
540201,0.0,-0.800155179632629,-1.648353850356957,-2.612579040735109,-3.8273591154595774,-5.702367428627389
540204,0.0,-0.6953640373892285,-1.4324796209612054,-2.270426482270766,-3.3261146772634227,-4.955565293806766
540205,0.0,-0.5249782038779565,-1.0814775255382494,-1.7141013233508315,-2.511113050536526,-3.7412975466926452
540206,0.0,-0.8953761848889628,-1.8445131887507933,-2.923484236255611,-4.282826994350743,-6.380967246158
540207,0.0,-0.45571332104583195,-0.9387889081087208,-1.4879452154452817,-2.179800340906269,-3.247676031937293
540208,0.0,-0.8376487470583649,-1.7255922008706723,-2.7349989299169044,-4.006701011520131,-5.969568220565927
540209,0.0,-0.276413398431062,-0.5694234083484685,-0.9025147492651526,-1.322160209730828,-1.9698813432329092
540210,0.0,-0.5949852114974796,-1.2256949517312425,-1.942680535817247,-2.8459755441863814,-4.240207870823177
540213,0.0,-0.5561022952017387,-1.1455944831963536,-1.815724296899253,-2.6599880158815816,-3.9631057773059197
540214,0.0,-0.16763139062636206,-0.34532782541821255,-0.5473316537434489,-0.8018263797849059,-1.1946379980470252
540215,0.0,-2.555901907196291,-5.265267109557427,-8.345250924928992,-12.225571628767764,-18.214831519373973
540301,0.0,-5.088507252014087,-10.482542305453425,-16.614436466366772,-24.33970948487765,-36.26363829518869
540302,0.0,-11.402216372423618,-23.489052796879726,-37.22926786051376,-54.53989161136761,-81.25877193736657
540303,0.0,-2.681021552584427,-5.52301892380616,-8.753777885006079,-12.824052807780086,-19.106506295347167
540304,0.0,-0.8123319590260989,-1.6734385360642827,-2.652337326923596,-3.8856039519548364,-5.789146183506891
540305,0.0,-31.836107632339775,-65.58374166900893,-103.94777120236267,-152.2807323491068,-226.8824695983099
540306,0.0,-0.668140391039748,-1.376397746565885,-2.181538814384029,-3.195896597490984,-4.761553884291148
540307,0.0,-39.51247433101814,-81.39738498045743,-129.01180285078848,-188.99887503648674,-281.58868727578715
540308,0.0,-3.7694101038006473,-7.765145832120843,-12.307464956542713,-18.03011026849889,-26.862991014968472
540309,0.0,-10.523571689023571,-21.679007215917423,-34.36041349009247,-50.33709592390453,-74.99704302341087
540401,0.0,-9.396490790990267,-19.35717242033446,-30.680392406223902,-44.94596248035339,-66.9648143183189
540402,0.0,-15.891310281280575,-32.73677801022606,-51.88656554064124,-76.01244459803469,-113.25064494088622
540403,0.0,-0.3413648931605243,-0.7032262620310555,-1.1145872548415328,-1.6328408148725297,-2.432763165926351
540404,0.0,-0.8237815578963545,-1.6970251988307394,-2.689721302925586,-3.940370486896906,-5.870742630459307
540405,0.0,-0.10390486123318254,-0.21404845265534236,-0.3392587707961054,-0.4970051158876069,-0.74048598503628
540406,0.0,-0.2876768977143949,-0.5926266980162288,-0.9392910932819233,-1.3760365799042102,-2.0501515371659593
540407,0.0,-1.431359758028942,-2.9486622450863367,-4.673519085754099,-6.846581709199611,-10.200695403333714
540408,0.0,-0.6073519197793139,-1.2511708990618113,-1.9830589570065458,-2.9051288620371003,-4.328340168533285
540409,0.0,-3.860536285422776,-7.952869658909201,-12.605000182494134,-18.465991495998548,-27.51240875693171
540410,0.0,-7.206006759801203,-14.84468174494612,-23.528263900879498,-34.468283603251955,-51.3541613970745
540411,0.0,-3.0272951717766357,-6.236357371149055,-9.88439257436722,-14.480373389828886,-21.574251874874818
540412,0.0,-8.96362370033032,-18.465447722745512,-29.267042199578505,-42.87544185211667,-63.87995370435991
540501,0.0,-10.85173151052796,-22.355030466254394,-35.4318849914922,-51.90677330165901,-77.33569923056055
540502,0.0,-0.2035884306907074,-0.419400863931461,-0.6647346421014217,-0.9738186489824912,-1.4508886095682951
540503,0.0,-1.7683299488993776,-3.642835232670845,-5.773757240089116,-8.458401471783976,-12.602139385387478
540504,0.0,-0.7704138526024212,-1.587085446211305,-2.515470917685222,-3.685098286544875,-5.490413574102473
540505,0.0,-21.34754904130469,-43.976862930605996,-69.70167864436479,-102.11111356358465,-152.13495011061687
540601,0.0,-5.209525348970405,-10.731844754726332,-17.00957149980227,-24.918571845968646,-37.126083070807105
540602,0.0,-8.592728220778431,-17.701387191287054,-28.05603490893577,-41.10134823792871,-61.2367385432797
540603,0.0,-2.159473474285021,-4.448607603484762,-7.050876231946357,-10.329346977660807,-15.389653802405478
540604,0.0,-4.193936160333164,-8.639687643102446,-13.693580932261325,-20.06073346957075,-29.888408607698555
540605,0.0,-8.445371964021051,-17.39782700773399,-27.574903401292133,-40.396503319247685,-60.18659284613689
540606,0.0,-14.789776437420246,-30.467571237535648,-48.28995789954447,-70.74350963941615,-105.40047928221512
540607,0.0,-22.702491140628823,-46.768101534419195,-74.12568716197397,-108.59216889731267,-161.79104919180926
540608,0.0,-14.641641804388124,-30.162407565606635,-47.80628492295461,-70.03494153602517,-104.34478642668444
540701,0.0,-39.61746255149614,-81.61366519943508,-129.3545988875158,-189.5010621532993,-282.33689390380414
540702,0.0,-0.7365932034998945,-1.5174134643398427,-2.40504343906803,-3.5233249544110437,-5.249388117083211
