MB_CODE,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
8,0.0,-3195.5139149083925,-6582.89516781838,-10433.641987170635,-15285.009235855756,-22773.075685725584
