month,day,release
6,12,0.059
6,13,0.059
6,14,0.0
6,15,0.015
6,16,0.059
6,17,0.059
6,18,0.0
6,19,0.0
6,20,0.037
6,21,0.0
6,22,0.066
6,23,0.073
6,24,0.059
6,25,0.059
6,26,0.146
6,27,0.059
6,28,0.037
6,29,0.059
6,30,0.059
7,1,0.059
7,2,0.059
7,3,0.059
7,4,0.059
7,5,0.059
7,6,0.059
7,7,0.059
7,8,0.146
7,9,0.146
7,10,0.146
7,11,0.293
7,12,0.146
7,13,0.146
7,14,0.059
7,15,0.059
7,16,0.059
7,17,0.059
7,18,0.059
7,19,0.059
7,20,0.059
7,21,0.059
7,22,0.059
7,23,0.059
7,24,0.059
7,25,0.029
7,26,0.029
7,27,0.029
7,28,0.029
7,29,0.029
7,30,0.029
7,31,0.029
8,1,0.051
8,2,0.051
8,3,0.051
8,4,0.051
8,5,0.051
8,6,0.0
8,7,0.0
8,8,0.0
8,9,0.0
8,10,0.059
8,11,0.059
8,12,0.059
8,13,0.059
8,14,0.373
8,15,0.278
8,16,0.168
8,17,0.059
8,18,0.0
8,19,0.059
8,20,0.059
8,21,0.059
8,22,0.059
8,23,0.059
8,24,0.059
8,25,0.059
8,26,0.0
8,27,0.059
8,28,0.015
8,29,0.015
8,30,0.0
8,31,0.0
9,1,0.0
9,2,0.0
9,3,0.0
9,4,0.051
9,5,0.051
9,6,0.051
9,7,0.0
9,8,0.0
9,9,0.051
9,10,0.0
9,11,0.0
9,12,0.051
9,13,0.051
9,14,0.051
9,15,0.051
9,16,0.0
9,17,0.0
9,18,0.051
9,19,0.066
9,20,0.066
9,21,0.0
9,22,0.0
9,23,0.0
9,24,0.0
9,25,0.0
9,26,0.0
9,27,0.0
9,28,0.0
9,29,0.0
9,30,0.0
10,1,0.066
10,2,0.066
10,3,0.066
10,4,0.066
10,5,0.051
10,6,0.051
10,7,0.0
10,8,0.0
10,9,0.0
10,10,0.066
10,11,0.066
10,12,0.066
10,13,0.066
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.0
10,20,0.0
10,21,0.0
10,22,0.0
10,23,0.0
10,24,0.0
10,25,0.0
10,26,0.0
10,27,0.0
10,28,0.0
10,29,0.0
10,30,0.0
10,31,0.0
11,1,0.0
11,2,0.0
11,3,0.0
11,4,0.0
11,5,0.0
11,6,0.0
11,7,0.0
11,8,0.0
11,9,0.066
11,10,0.066
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.0
11,15,0.0
11,16,0.0
11,17,0.0
11,18,0.0
11,19,0.0
11,20,0.0
11,21,0.0
11,22,0.0
11,23,0.0
11,24,0.0
11,25,0.0
11,26,0.0
11,27,0.0
11,28,0.0
11,29,0.0
11,30,0.0
12,1,0.0
12,2,0.073
12,3,0.073
12,4,0.073
12,5,0.0
12,6,0.0
12,7,0.0
12,8,0.0
12,9,0.0
12,10,0.0
12,11,0.073
12,12,0.073
12,13,0.073
12,14,0.073
12,15,0.073
12,16,0.073
12,17,0.073
12,18,0.073
12,19,0.073
12,20,0.073
12,21,0.073
12,22,0.073
12,23,0.066
12,24,0.073
12,25,0.073
12,26,0.073
12,27,0.073
12,28,0.073
12,29,0.073
12,30,0.073
12,31,0.073
