month,day,release
1,1,0.073
1,2,0.073
1,3,0.073
1,4,0.0
1,5,0.073
1,6,0.0
1,7,0.0
1,8,0.0
1,9,0.073
1,10,0.0
1,11,0.073
1,12,0.0
1,13,0.0
1,14,0.0
1,15,0.073
1,16,0.0
1,17,0.0
1,18,0.0
1,19,0.0
1,20,0.0
1,21,0.0
1,22,0.0
1,23,0.0
1,24,0.0
1,25,0.0
1,26,0.0
1,27,0.0
1,28,0.0
1,29,0.0
1,30,0.0
1,31,0.0
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.0
2,13,0.0
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.0
2,18,0.0
2,19,0.051
2,20,0.073
2,21,0.073
2,22,0.073
2,23,0.0
2,24,0.0
2,25,0.0
2,26,0.0
2,27,0.0
2,28,0.0
2,29,0.41
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.073
3,5,0.073
3,6,0.073
3,7,0.073
3,8,0.073
3,9,0.073
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.0
3,15,0.073
3,16,0.073
3,17,0.037
3,18,0.044
3,19,0.19
3,20,0.19
3,21,0.073
3,22,0.073
3,23,0.007
3,24,0.007
3,25,0.073
3,26,0.19
3,27,0.19
3,28,0.132
3,29,0.073
3,30,0.073
3,31,0.073
4,1,0.073
4,2,0.103
4,3,0.124
4,4,0.124
4,5,0.073
4,6,0.073
4,7,0.073
4,8,0.073
4,9,0.073
4,10,0.066
4,11,0.073
4,12,0.0
4,13,0.066
4,14,0.073
4,15,0.073
4,16,0.073
4,17,0.073
4,18,0.073
4,19,0.073
4,20,0.073
4,21,0.037
4,22,0.037
4,23,0.037
4,24,0.037
4,25,0.037
4,26,0.037
4,27,0.132
4,28,0.132
4,29,0.037
4,30,0.037
5,1,0.0
5,2,0.037
5,3,0.0
5,4,0.0
5,5,0.044
5,6,0.044
5,7,0.059
5,8,0.059
5,9,0.059
5,10,0.059
5,11,0.059
5,12,0.059
5,13,0.059
5,14,0.059
5,15,0.059
5,16,0.059
5,17,0.059
5,18,0.037
5,19,0.059
5,20,0.0
5,21,0.176
5,22,0.205
5,23,0.154
5,24,0.154
5,25,0.154
5,26,0.183
5,27,0.183
5,28,0.059
5,29,0.059
5,30,0.059
5,31,0.059
6,1,0.059
6,2,0.059
6,3,0.059
6,4,0.059
6,5,0.059
6,6,0.059
6,7,0.059
6,8,0.059
6,9,0.059
6,10,0.256
6,11,0.256
