month,day,release
1,1,0.463
1,2,0.463
1,3,0.463
1,4,0.868
1,5,5.324
1,6,3.935
1,7,1.273
1,8,2.836
1,9,1.447
1,10,1.562
1,11,2.199
1,12,2.257
1,13,2.083
1,14,2.836
1,15,5.671
1,16,8.102
1,17,7.87
1,18,5.208
1,19,2.604
1,20,2.546
1,21,1.852
1,22,2.951
1,23,2.951
1,24,3.183
1,25,3.472
1,26,6.192
1,27,6.134
1,28,6.655
1,29,6.713
1,30,7.234
1,31,7.234
2,1,6.192
2,2,3.588
2,3,3.125
2,4,2.141
2,5,1.968
2,6,1.91
2,7,3.356
2,8,4.398
2,9,5.729
2,10,5.44
2,11,6.076
2,12,7.581
2,13,8.16
2,14,7.002
2,15,5.324
2,16,10.301
2,17,9.606
2,18,7.407
2,19,4.977
2,20,3.125
2,21,3.299
2,22,3.299
2,23,4.919
2,24,6.944
2,25,6.713
2,26,2.836
2,27,3.414
2,28,3.009
2,29,0.463
3,1,3.183
3,2,4.63
3,3,4.051
3,4,5.556
3,5,6.308
3,6,6.829
3,7,5.035
3,8,5.208
3,9,6.019
3,10,6.076
3,11,8.449
3,12,6.829
3,13,7.118
3,14,5.613
3,15,6.887
3,16,9.896
3,17,10.648
3,18,9.896
3,19,7.87
3,20,5.498
3,21,4.514
3,22,4.282
3,23,4.861
3,24,4.919
3,25,7.755
3,26,5.15
3,27,5.382
3,28,4.63
3,29,7.002
3,30,6.829
3,31,8.333
4,1,7.928
4,2,8.044
4,3,7.812
4,4,5.556
4,5,5.208
4,6,4.977
4,7,4.977
4,8,5.15
4,9,5.729
4,10,6.366
4,11,5.266
4,12,9.896
4,13,8.275
4,14,11.343
4,15,11.227
4,16,2.257
4,17,0.579
4,18,0.926
4,19,1.794
4,20,1.389
4,21,1.736
4,22,1.852
4,23,1.447
4,24,5.787
4,25,6.481
4,26,8.796
4,27,8.796
4,28,9.491
4,29,6.944
4,30,6.481
5,1,3.762
5,2,1.215
5,3,0.521
5,4,0.521
5,5,0.463
5,6,0.521
5,7,0.463
5,8,0.463
5,9,0.463
5,10,0.463
5,11,0.463
5,12,0.463
5,13,0.463
5,14,0.463
5,15,0.463
5,16,0.463
5,17,0.463
5,18,0.463
5,19,0.463
5,20,0.463
5,21,0.463
5,22,0.463
5,23,0.463
5,24,0.463
5,25,0.463
5,26,0.463
5,27,0.463
5,28,0.463
5,29,0.463
5,30,0.463
5,31,0.463
6,1,0.463
6,2,0.463
6,3,0.463
6,4,0.463
6,5,0.463
6,6,0.463
6,7,0.463
6,8,0.463
6,9,0.463
6,10,0.463
6,11,0.463
6,12,0.463
6,13,0.463
6,14,0.463
6,15,0.463
6,16,0.463
6,17,0.463
6,18,0.463
6,19,0.463
6,20,0.463
6,21,0.463
6,22,0.463
6,23,0.463
6,24,0.463
6,25,0.463
6,26,0.521
6,27,0.463
6,28,0.463
6,29,0.463
6,30,0.463
7,1,0.463
7,2,0.463
7,3,0.463
7,4,0.463
7,5,0.463
7,6,11.921
7,7,12.674
7,8,10.938
7,9,11.053
7,10,8.449
7,11,1.042
7,12,7.812
7,13,12.037
7,14,9.549
7,15,9.606
7,16,11.053
7,17,10.822
7,18,6.887
7,19,6.887
7,20,6.829
7,21,6.829
7,22,4.745
7,23,5.44
7,24,4.861
7,25,6.887
7,26,6.887
7,27,6.192
7,28,6.192
7,29,8.507
7,30,8.449
7,31,8.623
8,1,7.986
8,2,6.887
8,3,7.523
8,4,6.25
8,5,6.655
8,6,4.514
8,7,4.977
8,8,5.961
8,9,6.076
8,10,2.72
8,11,5.035
8,12,9.549
8,13,7.407
8,14,6.481
8,15,5.15
