month,day,release
1,1,1.019
1,2,1.019
1,3,1.019
1,4,0.197
1,5,1.019
1,6,1.019
1,7,1.019
1,8,1.019
1,9,1.019
1,10,1.019
1,11,1.019
1,12,1.019
1,13,1.019
1,14,1.019
1,15,1.019
1,16,1.019
1,17,0.197
1,18,0.197
1,19,0.197
1,20,0.197
1,21,0.197
1,22,0.197
1,23,0.0
1,24,0.197
1,25,0.197
1,26,0.197
1,27,0.197
1,28,0.197
1,29,0.197
1,30,1.019
1,31,1.019
2,1,1.019
2,2,1.019
2,3,1.019
2,4,1.019
2,5,1.019
2,6,0.197
2,7,0.197
2,8,0.197
2,9,0.197
2,10,0.197
2,11,0.197
2,12,0.197
2,13,0.289
2,14,0.197
2,15,0.197
2,16,0.197
2,17,0.197
2,18,0.197
2,19,1.019
2,20,1.019
2,21,1.019
2,22,0.405
2,23,0.405
2,24,0.405
2,25,0.405
2,26,0.359
2,27,0.359
2,28,0.359
2,29,0.301
3,1,0.359
3,2,0.359
3,3,0.197
3,4,0.231
3,5,0.231
3,6,0.231
3,7,0.359
3,8,0.463
3,9,0.463
3,10,0.359
3,11,0.197
3,12,0.197
3,13,0.359
3,14,0.197
3,15,0.463
3,16,0.463
3,17,0.463
3,18,0.463
3,19,0.463
3,20,0.463
3,21,0.463
3,22,0.463
3,23,0.231
3,24,0.231
3,25,0.231
3,26,0.197
3,27,0.231
3,28,0.231
3,29,0.231
3,30,0.197
3,31,0.197
4,1,0.197
4,2,0.197
4,3,0.197
4,4,0.197
4,5,0.197
4,6,0.197
4,7,0.197
4,8,0.197
4,9,0.104
4,10,0.104
4,11,0.197
4,12,0.197
4,13,0.197
4,14,0.197
4,15,0.197
4,16,0.197
4,17,0.197
4,18,0.197
4,19,0.197
4,20,0.197
4,21,0.104
4,22,0.104
4,23,0.104
4,24,0.104
4,25,0.231
4,26,0.231
4,27,0.231
4,28,0.231
4,29,0.231
4,30,0.231
5,1,0.231
5,2,0.197
5,3,0.197
5,4,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.231
5,13,0.231
5,14,0.231
5,15,0.231
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.231
5,20,0.231
5,21,0.231
5,22,0.231
5,23,0.231
5,24,0.231
5,25,0.231
5,26,0.069
5,27,0.069
5,28,0.266
5,29,0.231
5,30,0.231
5,31,0.231
6,1,0.231
6,2,0.231
6,3,0.231
6,4,0.231
6,5,0.231
6,6,0.231
6,7,0.231
6,8,0.231
6,9,0.231
6,10,1.308
6,11,1.308
6,12,1.308
6,13,0.231
6,14,0.231
6,15,0.231
6,16,0.231
6,17,0.231
6,18,0.046
6,19,0.0
6,20,0.231
6,21,1.319
6,22,1.794
6,23,1.319
6,24,1.852
6,25,1.794
6,26,1.794
6,27,1.794
6,28,1.678
6,29,1.794
6,30,0.185
7,1,1.343
7,2,1.343
7,3,1.343
7,4,1.343
7,5,1.354
7,6,1.354
7,7,1.354
7,8,1.794
7,9,1.794
7,10,1.782
7,11,1.389
7,12,0.903
7,13,0.938
7,14,0.799
7,15,0.799
7,16,0.729
7,17,0.729
7,18,0.729
7,19,0.012
7,20,0.012
7,21,0.012
7,22,0.012
7,23,1.273
7,24,1.273
7,25,1.273
7,26,1.273
7,27,1.273
7,28,1.273
7,29,1.273
7,30,1.644
7,31,1.632
8,1,1.632
8,2,1.632
8,3,0.0
8,4,0.0
8,5,0.0
8,6,0.0
8,7,0.0
8,8,0.0
8,9,0.0
8,10,1.157
8,11,1.157
8,12,1.389
8,13,1.389
8,14,1.632
8,15,1.794
8,16,1.794
8,17,1.62
8,18,1.62
8,19,0.231
8,20,0.231
8,21,0.231
8,22,0.231
8,23,0.0
8,24,0.012
8,25,0.012
8,26,0.012
8,27,0.012
8,28,0.012
8,29,0.012
8,30,0.012
8,31,0.012
9,1,0.012
9,2,0.012
9,3,0.012
9,4,0.012
9,5,0.984
9,6,0.0
9,7,0.289
9,8,0.289
9,9,0.289
9,10,0.231
9,11,0.231
9,12,0.231
9,13,0.012
9,14,0.012
9,15,0.012
9,16,0.012
9,17,0.012
9,18,0.012
9,19,0.012
9,20,0.012
9,21,0.012
9,22,0.0
9,23,0.0
9,24,0.012
9,25,0.012
9,26,0.012
9,27,0.012
9,28,0.012
9,29,0.012
9,30,0.012
10,1,0.012
10,2,0.012
10,3,0.012
10,4,0.012
10,5,0.012
10,6,0.012
10,7,0.012
10,8,0.231
10,9,0.231
10,10,0.231
10,11,0.231
10,12,0.231
10,13,0.231
10,14,0.012
10,15,0.012
10,16,0.012
10,17,0.012
10,18,0.012
10,19,0.012
10,20,0.231
10,21,0.012
10,22,0.231
10,23,0.231
10,24,0.012
10,25,0.012
10,26,0.012
10,27,0.012
10,28,0.012
10,29,0.012
10,30,0.012
10,31,0.231
11,1,0.231
11,2,0.231
11,3,0.231
11,4,0.012
11,5,0.012
11,6,0.012
11,7,0.012
11,8,0.012
11,9,0.012
11,10,0.012
11,11,0.012
11,12,0.012
11,13,0.012
11,14,1.019
11,15,1.019
11,16,1.019
11,17,1.019
11,18,1.019
11,19,1.019
11,20,1.019
11,21,1.157
11,22,1.157
11,23,1.157
11,24,1.157
11,25,1.157
11,26,1.157
11,27,1.157
11,28,0.463
11,29,1.019
11,30,1.019
12,1,1.019
12,2,1.019
12,3,0.995
12,4,0.995
12,5,0.995
12,6,0.995
12,7,0.405
12,8,0.995
12,9,0.995
12,10,0.995
12,11,0.995
12,12,0.995
12,13,0.995
12,14,0.995
12,15,0.995
12,16,0.995
12,17,0.995
12,18,0.995
12,19,0.683
12,20,0.312
12,21,0.984
12,22,0.926
12,23,0.995
12,24,0.312
12,25,0.312
12,26,1.019
12,27,1.62
12,28,1.62
12,29,1.62
12,30,1.62
12,31,1.62
