month,day,release
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.0
1,8,0.0
1,9,0.0
1,10,0.174
1,11,0.174
1,12,0.174
1,13,0.174
1,14,0.231
1,15,0.231
1,16,0.532
1,17,2.118
1,18,1.597
1,19,2.118
1,20,2.118
1,21,2.951
1,22,2.627
1,23,3.345
1,24,1.597
1,25,2.789
1,26,2.801
1,27,3.264
1,28,2.708
1,29,2.708
1,30,2.789
1,31,1.817
2,1,2.789
2,2,1.898
2,3,1.898
2,4,1.898
2,5,1.47
2,6,1.898
2,7,0.961
2,8,1.898
2,9,1.898
2,10,1.898
2,11,1.887
2,12,1.47
2,13,1.887
2,14,1.887
2,15,2.442
2,16,1.944
2,17,1.956
2,18,1.956
2,19,2.257
2,20,2.234
2,21,2.454
2,22,2.94
2,23,2.951
2,24,2.94
2,25,2.234
2,26,2.234
2,27,2.245
2,28,2.234
2,29,2.222
3,1,2.234
3,2,2.234
3,3,2.801
3,4,2.234
3,5,2.234
3,6,1.458
3,7,2.523
3,8,2.234
3,9,2.94
3,10,2.789
3,11,2.94
3,12,2.245
3,13,2.801
3,14,2.789
3,15,2.488
3,16,2.581
3,17,3.009
3,18,3.021
3,19,2.523
3,20,2.523
3,21,2.523
3,22,2.512
3,23,2.222
3,24,2.234
3,25,3.021
3,26,2.523
3,27,2.014
3,28,2.523
3,29,2.523
3,30,2.523
3,31,2.523
4,1,2.512
4,2,3.021
4,3,3.021
4,4,3.032
4,5,2.141
4,6,3.032
4,7,2.523
4,8,3.032
4,9,3.032
4,10,2.153
4,11,3.032
4,12,2.141
4,13,3.229
4,14,2.384
4,15,1.736
4,16,1.516
4,17,3.021
4,18,3.021
4,19,2.685
4,20,1.389
4,21,2.523
4,22,3.079
4,23,3.021
4,24,2.685
4,25,3.021
4,26,3.021
4,27,3.021
4,28,3.021
4,29,3.079
4,30,3.067
5,1,3.021
5,2,3.021
5,3,1.505
5,4,2.523
5,5,2.315
5,6,2.315
5,7,2.303
5,8,2.581
5,9,1.921
5,10,1.736
5,11,2.523
5,12,2.315
5,13,1.447
5,14,1.447
5,15,2.037
5,16,1.157
5,17,2.315
5,18,1.944
5,19,0.579
5,20,0.579
5,21,0.579
5,22,0.579
5,23,0.405
5,24,0.405
5,25,0.0
5,26,0.405
5,27,0.405
5,28,0.405
5,29,0.0
5,30,0.0
5,31,0.0
6,1,0.0
6,2,0.0
6,3,0.0
6,4,0.0
6,5,0.0
6,6,0.0
6,7,0.0
6,8,0.775
6,9,1.539
6,10,0.764
6,11,0.764
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
6,20,0.0
6,21,0.0
6,22,0.0
6,23,0.231
6,24,1.389
6,25,0.093
6,26,0.093
6,27,0.093
6,28,0.093
6,29,0.231
6,30,0.0
7,1,0.0
7,2,0.0
7,3,0.0
7,4,0.0
7,5,0.0
7,6,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.0
7,20,0.0
7,21,0.0
7,22,0.0
7,23,0.0
7,24,0.0
7,25,0.0
7,26,1.389
7,27,1.389
7,28,1.389
7,29,1.968
7,30,3.461
7,31,3.079
8,1,3.079
8,2,3.461
8,3,3.461
8,4,3.079
8,5,1.921
8,6,1.921
8,7,3.079
8,8,3.079
8,9,3.079
8,10,3.079
8,11,1.562
8,12,3.738
8,13,4.549
8,14,4.549
8,15,3.796
8,16,3.16
8,17,3.16
8,18,2.315
8,19,1.447
8,20,1.539
8,21,1.481
8,22,1.481
8,23,1.389
8,24,1.389
8,25,2.025
8,26,2.025
8,27,1.389
8,28,1.389
8,29,1.424
8,30,1.806
8,31,2.708
9,1,2.234
9,2,2.234
9,3,2.315
9,4,1.157
9,5,1.273
9,6,1.505
9,7,1.505
9,8,1.852
9,9,1.852
9,10,1.852
9,11,1.852
9,12,1.852
9,13,1.852
9,14,1.852
9,15,2.037
9,16,2.037
9,17,2.037
9,18,2.037
9,19,2.037
9,20,2.037
9,21,2.037
9,22,2.431
9,23,2.431
9,24,2.431
9,25,0.81
9,26,2.431
9,27,4.63
9,28,8.102
9,29,12.801
9,30,12.801
10,1,12.801
10,2,12.801
10,3,12.801
10,4,12.801
10,5,8.565
10,6,12.153
10,7,10.995
10,8,4.919
10,9,4.63
10,10,2.778
10,11,2.778
10,12,2.431
10,13,12.419
10,14,2.431
10,15,2.431
10,16,12.801
10,17,12.894
10,18,13.079
10,19,9.259
10,20,3.472
10,21,1.852
10,22,1.852
10,23,1.852
10,24,1.852
10,25,1.852
10,26,3.993
10,27,1.852
10,28,1.852
10,29,4.63
10,30,6.366
10,31,3.704
11,1,1.852
11,2,1.852
11,3,1.852
11,4,1.852
11,5,1.852
11,6,2.315
11,7,1.852
11,8,1.852
11,9,1.852
11,10,1.852
11,11,1.852
11,12,1.157
11,13,1.852
11,14,1.852
11,15,1.852
11,16,1.852
11,17,1.852
11,18,1.701
11,19,1.852
11,20,1.701
11,21,1.701
11,22,1.701
11,23,1.701
11,24,1.701
11,25,1.701
11,26,0.208
11,27,0.347
11,28,1.389
11,29,1.389
11,30,0.347
12,1,0.347
12,2,0.347
12,3,0.347
12,4,0.347
12,5,0.347
12,6,0.347
12,7,0.347
12,8,0.347
12,9,0.347
12,10,0.347
12,11,0.347
12,12,0.347
12,13,0.347
12,14,0.0
12,15,0.0
12,16,0.0
12,17,0.0
12,18,0.0
12,19,0.0
12,20,0.0
12,21,0.0
12,22,0.0
12,23,0.0
12,24,0.0
12,25,0.0
12,26,0.0
12,27,0.0
12,28,0.0
12,29,0.0
12,30,0.0
12,31,0.0
