Province_ID,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,-0.01256939999999987,-0.025138799999999732,-0.0377081999999996,-0.050277599999999464,-0.06284699999999933
57,0.0,-0.007114399999999951,-0.0142287999999999,-0.02134319999999985,-0.0284575999999998,-0.03557199999999975
58,0.0,-1.4097282,-2.8194564,-4.2291846,-5.6389128,-7.048641
60,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,-0.03258513333333324,-0.06517026666666648,-0.09775539999999971,-0.13034053333333295,-0.16292566666666616
