MB_CODE,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
6,0.0,-3203.1425183345373,-6598.610416748102,-10458.55006741374,-15321.498913863823,-22827.44151476782
