OID,SUBBASIN,WUPND1,WUPND2,WUPND3,WUPND4,WUPND5,WUPND6,WUPND7,WUPND8,WUPND9,WUPND10,WUPND11,WUPND12,WURCH1,WURCH2,WURCH3,WURCH4,WURCH5,WURCH6,WURCH7,WURCH8,WURCH9,WURCH10,WURCH11,WURCH12,WUSHAL1,WUSHAL2,WUSHAL3,WUSHAL4,WUSHAL5,WUSHAL6,WUSHAL7,WUSHAL8,WUSHAL9,WUSHAL10,WUSHAL11,WUSHAL12,WUDEEP1,WUDEEP2,WUDEEP3,WUDEEP4,WUDEEP5,WUDEEP6,WUDEEP7,WUDEEP8,WUDEEP9,WUDEEP10,WUDEEP11,WUDEEP12
92,92,0,0,0,0,0,0,0,0,0,0,0,0,0.00941,0.00987,0.00926,0.01016,0.01101,0.01009,0.00947,0.00919,0.00939,0.00916,0.00966,0.00934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,93,0,0,0,0,0,0,0,0,0,0,0,0,0.27983,0.29982,0.27754,0.29606,0.30534,0.29497,0.28066,0.27615,0.28367,0.27609,0.28837,0.27887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,94,0,0,0,0,0,0,0,0,0,0,0,0,0.13584,0.14679,0.13512,0.14269,0.14401,0.14234,0.13622,0.1348,0.13877,0.13454,0.14,0.13542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95,0,0,0,0,0,0,0,0,0,0,0,0,0.01844,0.01985,0.01832,0.01921,0.01958,0.01915,0.01831,0.01808,0.01859,0.01841,0.01919,0.01856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,0,0,0,0,0,0,0,0,0,0,0,0,0.03573,0.03795,0.03533,0.03821,0.04026,0.03801,0.03594,0.03516,0.03603,0.03501,0.03671,0.0355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,0,0,0,0,0,0,0,0,0,0,0,0,0.06855,0.074,0.06816,0.07206,0.07291,0.07188,0.06875,0.06799,0.06997,0.06785,0.07063,0.06832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,0,0,0,0,0,0,0,0,0,0,0,0,0.01661,0.01771,0.01644,0.01751,0.01829,0.01743,0.01654,0.01622,0.01664,0.01647,0.01724,0.01667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,0,0,0,0,0,0,0,0,0,0,0,0,0.04385,0.04615,0.04323,0.0473,0.05088,0.047,0.04417,0.04295,0.04393,0.04273,0.04498,0.04348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,0,0,0,0,0,0,0,0,0,0,0,0,0.01767,0.01889,0.01751,0.01875,0.01943,0.01868,0.01774,0.01743,0.0179,0.01739,0.01818,0.01758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,101,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.01804,0.01681,0.01819,0.01919,0.0181,0.0171,0.01672,0.01714,0.01665,0.01747,0.01689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,102,0,0,0,0,0,0,0,0,0,0,0,0,0.0107,0.01129,0.01056,0.01152,0.01234,0.01145,0.01078,0.01049,0.01074,0.01044,0.01098,0.01062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,103,0,0,0,0,0,0,0,0,0,0,0,0,0.0486,0.05108,0.04789,0.05228,0.05642,0.05194,0.0488,0.0474,0.04846,0.0475,0.05003,0.04836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,104,0,0,0,0,0,0,0,0,0,0,0,0,0.05847,0.06177,0.05772,0.06273,0.06692,0.06237,0.05877,0.05728,0.05863,0.05721,0.06013,0.05813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,105,0,0,0,0,0,0,0,0,0,0,0,0,0.02322,0.02455,0.02293,0.02494,0.02656,0.0248,0.02338,0.0228,0.02334,0.02269,0.02384,0.02305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,106,0,0,0,0,0,0,0,0,0,0,0,0,0.03879,0.04076,0.03822,0.0419,0.04523,0.04162,0.03908,0.03796,0.0388,0.03777,0.0398,0.03846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,107,0,0,0,0,0,0,0,0,0,0,0,0,0.01688,0.0178,0.01665,0.01817,0.01947,0.01806,0.017,0.01655,0.01693,0.01648,0.01733,0.01675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,108,0,0,0,0,0,0,0,0,0,0,0,0,0.00601,0.00631,0.00592,0.0065,0.00702,0.00645,0.00606,0.00588,0.00601,0.00585,0.00616,0.00596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,109,0,0,0,0,0,0,0,0,0,0,0,0,0.03328,0.03514,0.03285,0.03577,0.03822,0.03556,0.03349,0.03263,0.03339,0.03252,0.03419,0.03305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,110,0,0,0,0,0,0,0,0,0,0,0,0,0.07211,0.07778,0.07169,0.07588,0.07695,0.07568,0.07234,0.0715,0.07356,0.07134,0.0743,0.07186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,111,0,0,0,0,0,0,0,0,0,0,0,0,0.01413,0.01492,0.01395,0.0152,0.01625,0.01512,0.01423,0.01386,0.01419,0.0138,0.01451,0.01402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,112,0,0,0,0,0,0,0,0,0,0,0,0,0.01034,0.01115,0.01025,0.01089,0.01124,0.01095,0.01034,0.01025,0.01059,0.01017,0.01066,0.01026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,113,0,0,0,0,0,0,0,0,0,0,0,0,0.01788,0.01871,0.01759,0.0194,0.02114,0.01926,0.01803,0.01746,0.01783,0.01736,0.01832,0.01771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,0,0,0,0,0,0,0,0,0,0,0,0,0.01094,0.01152,0.01079,0.01179,0.01266,0.01172,0.01102,0.01072,0.01096,0.01067,0.01123,0.01085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,115,0,0,0,0,0,0,0,0,0,0,0,0,0.00272,0.00288,0.00268,0.0029,0.00307,0.00289,0.00273,0.00267,0.00273,0.00267,0.0028,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,116,0,0,0,0,0,0,0,0,0,0,0,0,0.07633,0.082,0.07748,0.08298,0.08859,0.08362,0.07602,0.07456,0.07781,0.07499,0.07963,0.07695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,0,0,0,0,0,0,0,0,0,0,0,0,0.0103,0.01105,0.01022,0.0109,0.01122,0.01087,0.01034,0.01019,0.01047,0.01015,0.0106,0.01025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,0,0,0,0,0,0,0,0,0,0,0,0,0.01345,0.01456,0.01339,0.01409,0.01413,0.01406,0.01348,0.01336,0.01376,0.01334,0.01386,0.01341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,119,0,0,0,0,0,0,0,0,0,0,0,0,0.01909,0.02008,0.01882,0.02062,0.02223,0.02049,0.01924,0.01869,0.01911,0.01859,0.01959,0.01893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,0,0,0,0,0,0,0,0,0,0,0,0,0.00713,0.00759,0.00705,0.00757,0.00793,0.00754,0.00714,0.00699,0.00717,0.00702,0.00736,0.00711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,121,0,0,0,0,0,0,0,0,0,0,0,0,0.00389,0.00414,0.00385,0.00413,0.00433,0.00411,0.00389,0.00381,0.00391,0.00383,0.00401,0.00388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,122,0,0,0,0,0,0,0,0,0,0,0,0,0.00315,0.00336,0.00312,0.00335,0.00351,0.00334,0.00316,0.0031,0.00317,0.00311,0.00326,0.00315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,123,0,0,0,0,0,0,0,0,0,0,0,0,0.0183,0.01949,0.01811,0.01944,0.02036,0.01935,0.01833,0.01796,0.01842,0.01803,0.01888,0.01826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,0,0,0,0,0,0,0,0,0,0,0,0,0.00823,0.00865,0.00811,0.0089,0.00961,0.00884,0.0083,0.00806,0.00824,0.00802,0.00845,0.00816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,0,0,0,0,0,0,0,0,0,0,0,0,0.02267,0.0239,0.02236,0.02442,0.02617,0.02427,0.02283,0.02222,0.02274,0.02211,0.02327,0.02249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,0,0,0,0,0,0,0,0,0,0,0,0,0.01249,0.01315,0.01231,0.01347,0.01448,0.01338,0.01258,0.01223,0.01251,0.01217,0.01281,0.01238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127,0,0,0,0,0,0,0,0,0,0,0,0,0.00327,0.00356,0.00325,0.0032,0.00346,0.00345,0.00326,0.00326,0.00337,0.00323,0.00338,0.00325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0.03943,0.04182,0.03858,0.04798,0.04724,0.04344,0.039,0.0388,0.04041,0.03769,0.04066,0.03854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,0,0,0,0,0,0,0,0,0,0,0,0,0.00121,0.00128,0.00119,0.00132,0.00148,0.00135,0.0012,0.00119,0.00124,0.00115,0.00125,0.00118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,0,0,0,0,0,0,0,0,0,0,0,0,0.01949,0.02059,0.01902,0.0212,0.02378,0.02162,0.01926,0.01915,0.01996,0.01853,0.02008,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,131,0,0,0,0,0,0,0,0,0,0,0,0,0.04604,0.04879,0.04503,0.05474,0.05542,0.05082,0.04554,0.0453,0.0472,0.04394,0.04746,0.04497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,0,0,0,0,0,0,0,0,0,0,0,0,0.06221,0.06607,0.06093,0.08158,0.07407,0.06837,0.06148,0.06118,0.0637,0.05964,0.06423,0.06094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,0,0,0,0,0,0,0,0,0,0,0,0,0.00821,0.00876,0.00806,0.00956,0.00955,0.00894,0.00813,0.00809,0.00842,0.00791,0.00847,0.00806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,0,0,0,0,0,0,0,0,0,0,0,0,0.01575,0.01683,0.01549,0.01648,0.01817,0.01711,0.01562,0.01556,0.01618,0.01521,0.01624,0.01547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,0,0,0,0,0,0,0,0,0,0,0,0,0.04612,0.05007,0.04581,0.04606,0.04907,0.04868,0.04597,0.0459,0.04755,0.04546,0.04762,0.04578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,0,0,0,0,0,0,0,0,0,0,0,0,0.17846,0.19092,0.17559,0.18085,0.20502,0.19359,0.17707,0.1764,0.18335,0.17249,0.18406,0.1754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,137,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.06856,0.06303,0.06973,0.07303,0.06925,0.06352,0.06329,0.06576,0.06198,0.06603,0.06297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,0,0,0,0,0,0,0,0,0,0,0,0,0.00196,0.00209,0.00192,0.00301,0.00229,0.00214,0.00194,0.00193,0.00201,0.00189,0.00202,0.00193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,139,0,0,0,0,0,0,0,0,0,0,0,0,0.01468,0.01571,0.01445,0.0147,0.01681,0.0159,0.01457,0.01451,0.01508,0.0142,0.01514,0.01443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,140,0,0,0,0,0,0,0,0,0,0,0,0,0.05492,0.05885,0.0541,0.0558,0.06259,0.0594,0.05454,0.05435,0.05647,0.05318,0.05663,0.05402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,0,0,0,0,0,0,0,0,0,0,0,0,0.05696,0.06081,0.05597,0.06778,0.0661,0.06201,0.05641,0.05618,0.05842,0.05497,0.05881,0.05597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,142,0,0,0,0,0,0,0,0,0,0,0,0,0.03387,0.03662,0.03355,0.03628,0.03685,0.03603,0.03371,0.03363,0.03488,0.03321,0.03497,0.03354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,0,0,0,0,0,0,0,0,0,0,0,0,0.02067,0.02203,0.02029,0.02303,0.02416,0.02256,0.02048,0.02039,0.02121,0.01988,0.02131,0.02026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,144,0,0,0,0,0,0,0,0,0,0,0,0,0.03981,0.04268,0.03923,0.04921,0.04522,0.04301,0.03952,0.03938,0.04092,0.0386,0.04107,0.03919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,145,0,0,0,0,0,0,0,0,0,0,0,0,0.00494,0.00529,0.00487,0.00517,0.00568,0.00536,0.00491,0.00489,0.00508,0.00478,0.0051,0.00486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,0,0,0,0,0,0,0,0,0,0,0,0,0.01873,0.0199,0.01835,0.02398,0.02221,0.02055,0.01853,0.01844,0.0192,0.01795,0.01931,0.01833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,0,0,0,0,0,0,0,0,0,0,0,0,0.07128,0.07631,0.07016,0.07811,0.08155,0.07715,0.07038,0.07012,0.07288,0.06927,0.07384,0.0704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,148,0,0,0,0,0,0,0,0,0,0,0,0,0.1124,0.12251,0.11192,0.11142,0.11685,0.11768,0.11216,0.11205,0.11597,0.1114,0.11608,0.11188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,149,0,0,0,0,0,0,0,0,0,0,0,0,0.03278,0.03503,0.03223,0.03435,0.03782,0.03561,0.03251,0.03238,0.03366,0.03165,0.03381,0.0322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.06772,0.06199,0.06332,0.06715,0.06617,0.06215,0.06204,0.06429,0.06153,0.06461,0.06204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,151,0,0,0,0,0,0,0,0,0,0,0,0,0.04388,0.04723,0.04335,0.0513,0.04884,0.04705,0.04357,0.04345,0.0451,0.04281,0.04532,0.04335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,0,0,0,0,0,0,0,0,0,0,0,0,0.00963,0.01025,0.00945,0.01077,0.01135,0.01055,0.00954,0.0095,0.00988,0.00925,0.00994,0.00944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,153,0,0,0,0,0,0,0,0,0,0,0,0,0.04857,0.05216,0.04791,0.05167,0.05474,0.05232,0.04823,0.04808,0.04993,0.0472,0.05012,0.04787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,154,0,0,0,0,0,0,0,0,0,0,0,0,0.00717,0.00761,0.00702,0.00759,0.00853,0.00788,0.0071,0.00707,0.00736,0.00686,0.00739,0.00701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,155,0,0,0,0,0,0,0,0,0,0,0,0,0.03518,0.03774,0.03467,0.03656,0.03984,0.03796,0.03493,0.03481,0.03616,0.03413,0.03629,0.03464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,156,0,0,0,0,0,0,0,0,0,0,0,0,0.03355,0.03561,0.03285,0.03638,0.04004,0.03691,0.0332,0.03303,0.0344,0.0321,0.03459,0.03281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,157,0,0,0,0,0,0,0,0,0,0,0,0,0.0199,0.02115,0.0195,0.02161,0.02358,0.02183,0.0197,0.01961,0.02041,0.01908,0.02052,0.01948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,0,0,0,0,0,0,0,0,0,0,0,0,0.0545,0.05838,0.05367,0.05783,0.06222,0.05899,0.05412,0.05392,0.05603,0.05275,0.0562,0.0536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,0,0,0,0,0,0,0,0,0,0,0,0,0.02035,0.02182,0.02005,0.02136,0.0231,0.02198,0.02021,0.02014,0.02092,0.01972,0.02098,0.02002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,0,0,0,0,0,0,0,0,0,0,0,0,0.1009,0.10773,0.10015,0.11447,0.11824,0.11046,0.10011,0.09915,0.10328,0.09763,0.10444,0.09981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,0,0,0,0,0,0,0,0,0,0,0,0,0.01562,0.01672,0.01537,0.02056,0.0179,0.01693,0.01549,0.01544,0.01604,0.01511,0.01612,0.01536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,0,0,0,0,0,0,0,0,0,0,0,0,0.01932,0.02073,0.01905,0.02615,0.0219,0.02086,0.01918,0.01912,0.01986,0.01875,0.01994,0.01904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,0,0,0,0,0,0,0,0,0,0,0,0,0.03409,0.03638,0.03349,0.047,0.0396,0.03713,0.0338,0.03366,0.035,0.03285,0.03515,0.03345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,0,0,0,0,0,0,0,0,0,0,0,0,0.01956,0.02091,0.01924,0.02113,0.02254,0.02123,0.01935,0.01927,0.02004,0.01894,0.02022,0.01926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,0,0,0,0,0,0,0,0,0,0,0,0,0.05225,0.05545,0.05115,0.064,0.06242,0.05749,0.05158,0.05132,0.05344,0.05008,0.05398,0.0512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,0,0,0,0,0,0,0,0,0,0,0,0,0.06244,0.06622,0.0611,0.08139,0.07485,0.0688,0.06174,0.06142,0.06397,0.05969,0.0644,0.06105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,0,0,0,0,0,0,0,0,0,0,0,0,0.03244,0.03521,0.03222,0.03231,0.0345,0.03423,0.0323,0.03225,0.03341,0.032,0.03352,0.03222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,0,0,0,0,0,0,0,0,0,0,0,0,0.09187,0.09843,0.09048,0.09969,0.10469,0.09933,0.09093,0.09061,0.09415,0.08921,0.095,0.09062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,169,0,0,0,0,0,0,0,0,0,0,0,0,0.12012,0.1283,0.11807,0.13234,0.13913,0.13069,0.11911,0.11863,0.12335,0.11586,0.12389,0.11794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,0,0,0,0,0,0,0,0,0,0,0,0,0.23436,0.25653,0.23398,0.22165,0.23783,0.24337,0.23416,0.23408,0.24202,0.23359,0.24214,0.23397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,0,0,0,0,0,0,0,0,0,0,0,0,0.08629,0.09188,0.08465,0.10718,0.10129,0.09422,0.08467,0.08428,0.08771,0.08359,0.0897,0.08525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,0,0,0,0,0,0,0,0,0,0,0,0,0.01869,0.01993,0.01835,0.02023,0.02183,0.0204,0.01852,0.01844,0.01919,0.01799,0.01928,0.01833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,173,0,0,0,0,0,0,0,0,0,0,0,0,0.13182,0.14162,0.13005,0.13991,0.14822,0.14187,0.13087,0.13045,0.13547,0.12821,0.13608,0.13001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,0,0,0,0,0,0,0,0,0,0,0,0,0.01054,0.0114,0.01053,0.01358,0.01155,0.01134,0.01053,0.01049,0.01075,0.01038,0.01088,0.01056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,0,0,0,0,0,0,0,0,0,0,0,0,0.00364,0.00393,0.00364,0.00564,0.00405,0.00395,0.00364,0.00362,0.0037,0.00358,0.00376,0.00365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,0,0,0,0,0,0,0,0,0,0,0,0,0.03356,0.03595,0.03417,0.03677,0.03975,0.03709,0.03341,0.03266,0.03414,0.0329,0.03507,0.0339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,177,0,0,0,0,0,0,0,0,0,0,0,0,0.07653,0.08269,0.07674,0.09204,0.08465,0.08208,0.07619,0.07548,0.07844,0.07533,0.07939,0.0765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,0,0,0,0,0,0,0,0,0,0,0,0,0.03473,0.03721,0.0342,0.03774,0.03961,0.03756,0.03439,0.03426,0.0356,0.03371,0.0359,0.03424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,179,0,0,0,0,0,0,0,0,0,0,0,0,0.00908,0.00969,0.00892,0.0092,0.01058,0.0099,0.009,0.00896,0.00932,0.00874,0.00936,0.00891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,0,0,0,0,0,0,0,0,0,0,0,0,0.00868,0.0094,0.00865,0.00876,0.0094,0.00927,0.00866,0.00864,0.00888,0.00855,0.00896,0.00867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,181,0,0,0,0,0,0,0,0,0,0,0,0,0.00852,0.00922,0.00848,0.00902,0.00931,0.00912,0.0085,0.00847,0.00873,0.00837,0.0088,0.00849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,0,0,0,0,0,0,0,0,0,0,0,0,0.00513,0.00547,0.00503,0.00605,0.00602,0.00561,0.00508,0.00505,0.00526,0.00494,0.0053,0.00503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,0,0,0,0,0,0,0,0,0,0,0,0,0.00682,0.00737,0.00678,0.00878,0.0075,0.00732,0.0068,0.00678,0.00699,0.0067,0.00705,0.00679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,0,0,0,0,0,0,0,0,0,0,0,0,0.01839,0.01977,0.01815,0.02035,0.02059,0.01976,0.01828,0.01822,0.01892,0.01789,0.01897,0.01813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,185,0,0,0,0,0,0,0,0,0,0,0,0,0.0149,0.01584,0.01462,0.01556,0.01764,0.01634,0.01476,0.01468,0.01529,0.01429,0.01536,0.01459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,0,0,0,0,0,0,0,0,0,0,0,0,0.01335,0.01426,0.01312,0.01366,0.01543,0.01451,0.01325,0.01319,0.01372,0.01288,0.01376,0.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,187,0,0,0,0,0,0,0,0,0,0,0,0,0.03651,0.0389,0.03583,0.04454,0.0427,0.03982,0.0359,0.03574,0.03719,0.03534,0.03789,0.03603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,0,0,0,0,0,0,0,0,0,0,0,0,0.06128,0.06608,0.0606,0.06213,0.06755,0.06548,0.06093,0.06077,0.06305,0.05988,0.06326,0.06057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,189,0,0,0,0,0,0,0,0,0,0,0,0,0.03233,0.03441,0.03171,0.04332,0.0381,0.0354,0.03199,0.03184,0.03314,0.03107,0.03337,0.03171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,0,0,0,0,0,0,0,0,0,0,0,0,1.30255,2.33653,2.0934,0.58143,26.27628,51.44754,69.81274,172.31016,302.79535,383.93727,307.33524,38.1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,191,0,0,0,0,0,0,0,0,0,0,0,0,0.19955,0.21351,0.19636,0.2197,0.22904,0.21639,0.198,0.19725,0.20503,0.19291,0.20581,0.19615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
