OID,SUBBASIN,WUPND1,WUPND2,WUPND3,WUPND4,WUPND5,WUPND6,WUPND7,WUPND8,WUPND9,WUPND10,WUPND11,WUPND12,WURCH1,WURCH2,WURCH3,WURCH4,WURCH5,WURCH6,WURCH7,WURCH8,WURCH9,WURCH10,WURCH11,WURCH12,WUSHAL1,WUSHAL2,WUSHAL3,WUSHAL4,WUSHAL5,WUSHAL6,WUSHAL7,WUSHAL8,WUSHAL9,WUSHAL10,WUSHAL11,WUSHAL12,WUDEEP1,WUDEEP2,WUDEEP3,WUDEEP4,WUDEEP5,WUDEEP6,WUDEEP7,WUDEEP8,WUDEEP9,WUDEEP10,WUDEEP11,WUDEEP12
192,192,0,0,0,0,0,0,0,0,0,0,0,0,0.0358,0.03854,0.03536,0.04113,0.03983,0.03838,0.03555,0.03545,0.0368,0.03492,0.03697,0.03536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,193,0,0,0,0,0,0,0,0,0,0,0,0,0.09242,0.10026,0.09174,0.09075,0.09864,0.09765,0.09211,0.09195,0.09527,0.091,0.0954,0.09169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,194,0,0,0,0,0,0,0,0,0,0,0,0,0.00463,0.00505,0.00461,0.00445,0.00479,0.00484,0.00462,0.00462,0.00478,0.0046,0.00478,0.00461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,195,0,0,0,0,0,0,0,0,0,0,0,0,0.01335,0.01426,0.01312,0.01462,0.01547,0.01453,0.01325,0.01319,0.01372,0.01287,0.01376,0.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,196,0,0,0,0,0,0,0,0,0,0,0,0,0.3813,0.40944,0.37606,0.42634,0.42936,0.41034,0.37694,0.37571,0.3902,0.37197,0.39498,0.37728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,197,0,0,0,0,0,0,0,0,0,0,0,0,0.00216,0.0023,0.00216,0.0023,0.00262,0.00244,0.00216,0.00214,0.00217,0.00209,0.00223,0.00217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,0,0,0,0,0,0,0,0,0,0,0,0,0.0092,0.0098,0.0092,0.01006,0.01112,0.01037,0.00919,0.00911,0.00923,0.00892,0.00951,0.00927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199,0,0,0,0,0,0,0,0,0,0,0,0,0.0815,0.08883,0.08116,0.07944,0.08476,0.08536,0.08134,0.08125,0.08407,0.08077,0.08416,0.08114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,0,0,0,0,0,0,0,0,0,0,0,0,0.13709,0.14793,0.13563,0.14911,0.15043,0.14618,0.13581,0.13547,0.14053,0.13454,0.14198,0.13602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,0,0,0,0,0,0,0,0,0,0,0,0,0.03047,0.03251,0.02993,0.03081,0.0355,0.03323,0.03022,0.03009,0.0313,0.02934,0.03142,0.02989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,0,0,0,0,0,0,0,0,0,0,0,0,0.00737,0.00795,0.00729,0.00787,0.00808,0.00786,0.0073,0.00728,0.00756,0.00723,0.00763,0.00731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,203,0,0,0,0,0,0,0,0,0,0,0,0,0.01305,0.01405,0.01304,0.01971,0.0148,0.01426,0.01303,0.01296,0.01323,0.01279,0.01348,0.0131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,204,0,0,0,0,0,0,0,0,0,0,0,0,0.06425,0.06949,0.06366,0.06396,0.06973,0.06829,0.06398,0.06384,0.06619,0.06301,0.06631,0.06361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,205,0,0,0,0,0,0,0,0,0,0,0,0,0.02832,0.0301,0.02775,0.03593,0.03355,0.03104,0.02785,0.02771,0.02885,0.0273,0.02936,0.02788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,206,0,0,0,0,0,0,0,0,0,0,0,0,0.00713,0.00756,0.00697,0.00872,0.0086,0.00788,0.00706,0.00702,0.00731,0.0068,0.00735,0.00696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,207,0,0,0,0,0,0,0,0,0,0,0,0,0.01822,0.01945,0.0179,0.02041,0.0212,0.01986,0.01807,0.018,0.01872,0.01755,0.01879,0.01788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,208,0,0,0,0,0,0,0,0,0,0,0,0,0.14895,0.15912,0.14643,0.16304,0.1722,0.16186,0.14714,0.14655,0.15238,0.1442,0.15413,0.14677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,209,0,0,0,0,0,0,0,0,0,0,0,0,0.01824,0.01952,0.01795,0.02036,0.02091,0.01977,0.01808,0.01802,0.01873,0.01765,0.01882,0.01794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,210,0,0,0,0,0,0,0,0,0,0,0,0,0.03222,0.03432,0.03162,0.03379,0.03777,0.03521,0.03193,0.03178,0.03307,0.03097,0.03322,0.03158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,211,0,0,0,0,0,0,0,0,0,0,0,0,0.19067,0.20697,0.19063,0.18969,0.20533,0.20359,0.19056,0.18997,0.1949,0.18851,0.19699,0.19113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,212,0,0,0,0,0,0,0,0,0,0,0,0,0.08624,0.09417,0.08597,0.08281,0.08877,0.08999,0.08611,0.08605,0.08902,0.08567,0.08908,0.08595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,213,0,0,0,0,0,0,0,0,0,0,0,0,0.06847,0.07289,0.06716,0.07427,0.08061,0.07494,0.06781,0.0675,0.07025,0.06576,0.07061,0.06709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,214,0,0,0,0,0,0,0,0,0,0,0,0,0.09954,0.10602,0.09767,0.106,0.11686,0.10884,0.09861,0.09817,0.10215,0.09566,0.10264,0.09755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,215,0,0,0,0,0,0,0,0,0,0,0,0,0.01464,0.01583,0.0145,0.01508,0.01597,0.01559,0.01458,0.01455,0.01508,0.01434,0.01511,0.01449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,216,0,0,0,0,0,0,0,0,0,0,0,0,0.03783,0.04031,0.03713,0.03975,0.04432,0.04133,0.03749,0.03732,0.03883,0.03637,0.03901,0.03708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,217,0,0,0,0,0,0,0,0,0,0,0,0,0.0107,0.01139,0.01051,0.01161,0.01266,0.01176,0.01062,0.01056,0.01097,0.01028,0.01103,0.0105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,218,0,0,0,0,0,0,0,0,0,0,0,0,0.08273,0.08834,0.0813,0.09391,0.09573,0.08982,0.08101,0.08067,0.0839,0.08065,0.08623,0.0821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,219,0,0,0,0,0,0,0,0,0,0,0,0,0.10616,0.11438,0.10612,0.10627,0.11986,0.11584,0.10606,0.10551,0.10772,0.10414,0.10967,0.1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,220,0,0,0,0,0,0,0,0,0,0,0,0,0.05375,0.05729,0.05277,0.05586,0.06288,0.0587,0.05327,0.05304,0.05518,0.0517,0.05542,0.0527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,221,0,0,0,0,0,0,0,0,0,0,0,0,0.08403,0.08947,0.08243,0.09469,0.09877,0.09192,0.08325,0.08287,0.08623,0.08071,0.08664,0.08233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,222,0,0,0,0,0,0,0,0,0,0,0,0,0.03621,0.03909,0.03583,0.03663,0.03966,0.03861,0.03603,0.03595,0.03729,0.03542,0.03736,0.0358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,223,0,0,0,0,0,0,0,0,0,0,0,0,0.01501,0.01618,0.015,0.02254,0.01687,0.01634,0.01499,0.01492,0.01524,0.01473,0.0155,0.01506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,224,0,0,0,0,0,0,0,0,0,0,0,0,0.06374,0.06918,0.06329,0.06776,0.06784,0.06726,0.0634,0.0633,0.06557,0.06292,0.06592,0.06337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,225,0,0,0,0,0,0,0,0,0,0,0,0,0.05628,0.06031,0.05625,0.05892,0.06564,0.06233,0.05618,0.05581,0.05677,0.05489,0.05813,0.05658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,226,0,0,0,0,0,0,0,0,0,0,0,0,0.02284,0.02428,0.02238,0.02853,0.02708,0.02507,0.02262,0.02252,0.02344,0.02188,0.02354,0.02235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,227,0,0,0,0,0,0,0,0,0,0,0,0,0.0758,0.08125,0.07577,0.07924,0.08829,0.0839,0.07567,0.07517,0.07648,0.07395,0.0783,0.0762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,228,0,0,0,0,0,0,0,0,0,0,0,0,0.02423,0.02585,0.0238,0.02461,0.02818,0.0264,0.02403,0.02393,0.02488,0.02333,0.02498,0.02377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,229,0,0,0,0,0,0,0,0,0,0,0,0,0.10322,0.11223,0.10262,0.10338,0.10882,0.10858,0.10283,0.10268,0.10633,0.10205,0.10668,0.10267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,230,0,0,0,0,0,0,0,0,0,0,0,0,0.0407,0.04398,0.0403,0.04005,0.0444,0.04334,0.04051,0.04042,0.04192,0.03986,0.042,0.04027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,231,0,0,0,0,0,0,0,0,0,0,0,0,0.02002,0.02169,0.01986,0.01994,0.02153,0.02121,0.01995,0.01991,0.02063,0.01968,0.02066,0.01984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,232,0,0,0,0,0,0,0,0,0,0,0,0,0.00837,0.00893,0.00822,0.00967,0.00977,0.00914,0.0083,0.00827,0.0086,0.00805,0.00863,0.00821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,233,0,0,0,0,0,0,0,0,0,0,0,0,0.05338,0.05773,0.05337,0.0859,0.05884,0.05761,0.05334,0.05312,0.05437,0.05258,0.05515,0.05355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,234,0,0,0,0,0,0,0,0,0,0,0,0,0.00566,0.006,0.00554,0.00642,0.00678,0.00624,0.00561,0.00558,0.00581,0.00541,0.00583,0.00553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,235,0,0,0,0,0,0,0,0,0,0,0,0,0.08086,0.08719,0.08083,0.1084,0.09079,0.08799,0.08076,0.08036,0.08209,0.07939,0.08353,0.08117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,236,0,0,0,0,0,0,0,0,0,0,0,0,0.1245,0.13398,0.12296,0.12695,0.13872,0.13357,0.12379,0.12343,0.12812,0.12127,0.12842,0.12282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,237,0,0,0,0,0,0,0,0,0,0,0,0,0.00506,0.00541,0.00506,0.00682,0.00599,0.00565,0.00506,0.00502,0.0051,0.00493,0.00523,0.00509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,238,0,0,0,0,0,0,0,0,0,0,0,0,0.00525,0.00557,0.00514,0.00594,0.00629,0.00579,0.0052,0.00517,0.00538,0.00501,0.00541,0.00513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,239,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0.00685,0.00642,0.00825,0.00756,0.00712,0.00639,0.00632,0.00646,0.00624,0.00663,0.00645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,0,0,0,0,0,0,0,0,0,0,0,0,0.01131,0.01213,0.01115,0.01166,0.01284,0.01222,0.01124,0.0112,0.01163,0.01096,0.01167,0.01113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,241,0,0,0,0,0,0,0,0,0,0,0,0,0.00914,0.00978,0.00914,0.01259,0.01071,0.01014,0.00912,0.00906,0.00921,0.00891,0.00944,0.00919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,242,0,0,0,0,0,0,0,0,0,0,0,0,0.00994,0.01074,0.00984,0.01016,0.01089,0.0106,0.0099,0.00987,0.01024,0.00973,0.01026,0.00983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,243,0,0,0,0,0,0,0,0,0,0,0,0,0.2573,0.27747,0.25446,0.27152,0.28358,0.27492,0.25569,0.25502,0.26459,0.25158,0.26573,0.25446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,244,0,0,0,0,0,0,0,0,0,0,0,0,0.21856,0.23478,0.21561,0.2294,0.24588,0.23529,0.21719,0.2165,0.22482,0.21237,0.22543,0.21536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,245,0,0,0,0,0,0,0,0,0,0,0,0,0.02325,0.02522,0.02308,0.02341,0.02487,0.02459,0.02317,0.02313,0.02397,0.02289,0.024,0.02306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,246,0,0,0,0,0,0,0,0,0,0,0,0,0.04209,0.04475,0.04125,0.06085,0.04982,0.04614,0.04154,0.04134,0.04304,0.04047,0.04352,0.04132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,247,0,0,0,0,0,0,0,0,0,0,0,0,0.04734,0.05044,0.04646,0.05364,0.05552,0.05175,0.0469,0.04669,0.04858,0.04552,0.04883,0.04642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,248,0,0,0,0,0,0,0,0,0,0,0,0,0.06126,0.06658,0.06088,0.06661,0.06469,0.06449,0.06108,0.06099,0.06316,0.06048,0.06325,0.06086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,249,0,0,0,0,0,0,0,0,0,0,0,0,0.01194,0.01268,0.01169,0.01364,0.01423,0.01312,0.0118,0.01175,0.01223,0.01144,0.01232,0.01169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,250,0,0,0,0,0,0,0,0,0,0,0,0,0.02262,0.02437,0.02236,0.0224,0.02505,0.02421,0.0225,0.02244,0.02328,0.02207,0.02334,0.02233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,251,0,0,0,0,0,0,0,0,0,0,0,0,0.02856,0.03075,0.02821,0.029,0.03175,0.03061,0.02839,0.02831,0.02938,0.02784,0.02947,0.02819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,252,0,0,0,0,0,0,0,0,0,0,0,0,0.02397,0.02547,0.02348,0.03401,0.02845,0.02632,0.02373,0.02361,0.02458,0.02297,0.02471,0.02346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,253,0,0,0,0,0,0,0,0,0,0,0,0,0.06911,0.07518,0.06873,0.07044,0.07262,0.07262,0.06893,0.06884,0.07128,0.06831,0.07135,0.06869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,254,0,0,0,0,0,0,0,0,0,0,0,0,0.08647,0.09306,0.08544,0.10027,0.09636,0.09277,0.0859,0.08563,0.08889,0.08431,0.08928,0.0854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0,0,0,0.00313,0.00335,0.00311,0.00357,0.00362,0.00346,0.00312,0.00311,0.00317,0.00305,0.00324,0.00314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,256,0,0,0,0,0,0,0,0,0,0,0,0,0.02013,0.02164,0.02012,0.01981,0.02307,0.02212,0.02011,0.01999,0.02038,0.0197,0.0208,0.02023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,257,0,0,0,0,0,0,0,0,0,0,0,0,0.00303,0.00326,0.00303,0.00298,0.00348,0.00333,0.00303,0.00301,0.00307,0.00297,0.00313,0.00305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,258,0,0,0,0,0,0,0,0,0,0,0,0,0.00213,0.00229,0.00213,0.00209,0.00244,0.00234,0.00212,0.00211,0.00215,0.00208,0.0022,0.00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,259,0,0,0,0,0,0,0,0,0,0,0,0,0.00198,0.00212,0.00198,0.00236,0.00234,0.00221,0.00198,0.00196,0.00199,0.00193,0.00205,0.00199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,260,0,0,0,0,0,0,0,0,0,0,0,0,0.00237,0.00253,0.00237,0.00297,0.00283,0.00265,0.00236,0.00235,0.00238,0.0023,0.00245,0.00238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,261,0,0,0,0,0,0,0,0,0,0,0,0,0.00612,0.00652,0.00611,0.00748,0.00733,0.00686,0.00611,0.00606,0.00614,0.00594,0.00632,0.00615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,262,0,0,0,0,0,0,0,0,0,0,0,0,0.03622,0.0386,0.03563,0.04029,0.04259,0.03972,0.03594,0.03577,0.0371,0.03485,0.03734,0.03561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,263,0,0,0,0,0,0,0,0,0,0,0,0,0.03513,0.03735,0.03443,0.03859,0.04162,0.03854,0.03481,0.03464,0.03606,0.03365,0.0362,0.03436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,264,0,0,0,0,0,0,0,0,0,0,0,0,0.06395,0.06847,0.06296,0.07001,0.07315,0.06924,0.06333,0.0631,0.06557,0.062,0.06609,0.06301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,265,0,0,0,0,0,0,0,0,0,0,0,0,0.0139,0.01476,0.01361,0.0184,0.01658,0.01529,0.01376,0.01369,0.01426,0.0133,0.01433,0.01359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,266,0,0,0,0,0,0,0,0,0,0,0,0,0.04307,0.04646,0.04257,0.04849,0.04628,0.04631,0.04294,0.04299,0.04434,0.04234,0.04471,0.04312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,267,0,0,0,0,0,0,0,0,0,0,0,0,0.00687,0.00728,0.00672,0.00844,0.00828,0.00759,0.0068,0.00676,0.00704,0.00655,0.00708,0.00671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,268,0,0,0,0,0,0,0,0,0,0,0,0,0.00191,0.00204,0.00191,0.00257,0.00226,0.00214,0.00191,0.0019,0.00193,0.00186,0.00198,0.00192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,269,0,0,0,0,0,0,0,0,0,0,0,0,0.01416,0.015,0.01385,0.01642,0.01702,0.01562,0.01401,0.01394,0.01452,0.01351,0.01458,0.01382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,270,0,0,0,0,0,0,0,0,0,0,0,0,0.00233,0.00249,0.00229,0.00261,0.0027,0.00254,0.00232,0.00231,0.0024,0.00225,0.00241,0.00229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,271,0,0,0,0,0,0,0,0,0,0,0,0,0.00435,0.00469,0.00435,0.00528,0.00485,0.00471,0.00433,0.00431,0.00441,0.00427,0.0045,0.00436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,272,0,0,0,0,0,0,0,0,0,0,0,0,0.0607,0.06559,0.05992,0.07455,0.06843,0.06655,0.06071,0.06051,0.0623,0.06013,0.06384,0.06105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,273,0,0,0,0,0,0,0,0,0,0,0,0,0.10325,0.11295,0.10305,0.09808,0.10511,0.10733,0.10313,0.10308,0.10659,0.10285,0.10669,0.10305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,274,0,0,0,0,0,0,0,0,0,0,0,0,0.00285,0.00303,0.00279,0.00402,0.00336,0.00312,0.00282,0.00281,0.00292,0.00273,0.00293,0.00279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,275,0,0,0,0,0,0,0,0,0,0,0,0,0.06057,0.06472,0.05955,0.0654,0.06999,0.06584,0.06006,0.05982,0.0622,0.05847,0.06248,0.0595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,276,0,0,0,0,0,0,0,0,0,0,0,0,0.05156,0.05525,0.05079,0.05614,0.0587,0.05574,0.0512,0.05102,0.05301,0.04994,0.05316,0.05072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,277,0,0,0,0,0,0,0,0,0,0,0,0,0.00296,0.00315,0.0029,0.00316,0.00352,0.00325,0.00294,0.00292,0.00304,0.00284,0.00305,0.0029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,278,0,0,0,0,0,0,0,0,0,0,0,0,0.00174,0.00186,0.00171,0.00186,0.00207,0.00192,0.00173,0.00172,0.00179,0.00167,0.0018,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,279,0,0,0,0,0,0,0,0,0,0,0,0,0.00137,0.00146,0.00134,0.00149,0.00161,0.0015,0.00136,0.00136,0.00141,0.00132,0.00142,0.00134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,280,0,0,0,0,0,0,0,0,0,0,0,0,0.00479,0.00515,0.0047,0.00549,0.00552,0.00526,0.0048,0.00478,0.00497,0.00468,0.005,0.00474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,281,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0.00576,0.00522,0.00608,0.00576,0.00573,0.00535,0.00534,0.00553,0.00527,0.00557,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,282,0,0,0,0,0,0,0,0,0,0,0,0,0.01173,0.01282,0.01165,0.01195,0.01218,0.01237,0.01178,0.01177,0.01217,0.0117,0.01221,0.01174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,283,0,0,0,0,0,0,0,0,0,0,0,0,0.03305,0.03546,0.03258,0.03548,0.03741,0.03565,0.03279,0.03267,0.03394,0.0321,0.03412,0.03258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,284,0,0,0,0,0,0,0,0,0,0,0,0,0.01702,0.01834,0.0167,0.02084,0.01901,0.01868,0.01709,0.01709,0.01765,0.01676,0.01787,0.01705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,285,0,0,0,0,0,0,0,0,0,0,0,0,0.00462,0.00502,0.00454,0.00481,0.00509,0.00503,0.00467,0.00466,0.00483,0.0046,0.00487,0.00463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,286,0,0,0,0,0,0,0,0,0,0,0,0,0.01651,0.01796,0.01626,0.01747,0.01802,0.01789,0.01667,0.01665,0.01723,0.01643,0.01737,0.01653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,287,0,0,0,0,0,0,0,0,0,0,0,0,0.04898,0.05208,0.04801,0.0551,0.05802,0.05374,0.04852,0.04829,0.05027,0.04694,0.05049,0.04793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,288,0,0,0,0,0,0,0,0,0,0,0,0,0.00771,0.00817,0.00754,0.00965,0.00927,0.00851,0.00763,0.00759,0.0079,0.00736,0.00795,0.00753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,289,0,0,0,0,0,0,0,0,0,0,0,0,0.62025,0.67756,0.62019,0.62964,0.63912,0.64878,0.61934,0.61854,0.63727,0.6173,0.64086,0.62087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,290,0,0,0,0,0,0,0,0,0,0,0,0,0.01779,0.01911,0.01778,0.01774,0.02042,0.01956,0.01776,0.01766,0.018,0.0174,0.01837,0.01787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,291,0,0,0,0,0,0,0,0,0,0,0,0,0.00531,0.00566,0.0052,0.00672,0.00601,0.00589,0.00529,0.0053,0.00546,0.00515,0.00554,0.00532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
