OID,SUBBASIN,WUPND1,WUPND2,WUPND3,WUPND4,WUPND5,WUPND6,WUPND7,WUPND8,WUPND9,WUPND10,WUPND11,WUPND12,WURCH1,WURCH2,WURCH3,WURCH4,WURCH5,WURCH6,WURCH7,WURCH8,WURCH9,WURCH10,WURCH11,WURCH12,WUSHAL1,WUSHAL2,WUSHAL3,WUSHAL4,WUSHAL5,WUSHAL6,WUSHAL7,WUSHAL8,WUSHAL9,WUSHAL10,WUSHAL11,WUSHAL12,WUDEEP1,WUDEEP2,WUDEEP3,WUDEEP4,WUDEEP5,WUDEEP6,WUDEEP7,WUDEEP8,WUDEEP9,WUDEEP10,WUDEEP11,WUDEEP12
93,93,0,0,0,0,0,0,0,0,0,0,0,0,1.31837,1.42414,1.29897,1.35484,1.40757,1.35589,1.29583,1.28996,1.32075,1.33418,1.41103,1.35188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,94,0,0,0,0,0,0,0,0,0,0,0,0,0.53588,0.57671,0.52609,0.57791,0.60785,0.57838,0.53876,0.53577,0.54749,0.53414,0.56827,0.5431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95,0,0,0,0,0,0,0,0,0,0,0,0,0.1788,0.19412,0.177,0.19074,0.1935,0.19083,0.18012,0.17957,0.18443,0.17793,0.18686,0.17957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,96,0,0,0,0,0,0,0,0,0,0,0,0,0.00922,0.00998,0.0091,0.00992,0.01022,0.00993,0.0093,0.00926,0.0095,0.00917,0.00968,0.00929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,97,0,0,0,0,0,0,0,0,0,0,0,0,0.03367,0.03627,0.03308,0.03673,0.03846,0.03676,0.03409,0.03391,0.03468,0.03339,0.03548,0.03393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,98,0,0,0,0,0,0,0,0,0,0,0,0,0.21293,0.23273,0.21213,0.22276,0.21954,0.2228,0.21356,0.21331,0.21992,0.21252,0.22093,0.21325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,99,0,0,0,0,0,0,0,0,0,0,0,0,0.92361,0.99852,0.91104,0.96274,0.99478,0.96381,0.91572,0.91211,0.93442,0.92899,0.98102,0.94025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,0,0,0,0,0,0,0,0,0,0,0,0,0.32534,0.35204,0.32104,0.33982,0.35019,0.34003,0.32305,0.32174,0.32977,0.32701,0.34508,0.33094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,111,0,0,0,0,0,0,0,0,0,0,0,0,0.03248,0.03516,0.03206,0.03418,0.03515,0.0342,0.03239,0.03226,0.03307,0.03255,0.03434,0.03294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,112,0,0,0,0,0,0,0,0,0,0,0,0,0.37205,0.40218,0.36679,0.39315,0.40659,0.39341,0.37141,0.3698,0.37883,0.37261,0.39381,0.37743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,113,0,0,0,0,0,0,0,0,0,0,0,0,0.27321,0.29484,0.26893,0.29677,0.30845,0.29698,0.27645,0.27514,0.28163,0.27108,0.28726,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,0,0,0,0,0,0,0,0,0,0,0,0,0.23958,0.25901,0.23622,0.25207,0.26063,0.25223,0.23863,0.2376,0.24341,0.24031,0.25393,0.24339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,115,0,0,0,0,0,0,0,0,0,0,0,0,0.05686,0.0618,0.05634,0.06042,0.06103,0.06044,0.05721,0.05705,0.05863,0.05663,0.05938,0.05711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,116,0,0,0,0,0,0,0,0,0,0,0,0,0.1438,0.15467,0.1411,0.15742,0.16578,0.15755,0.14569,0.14487,0.148,0.14257,0.15184,0.14505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,117,0,0,0,0,0,0,0,0,0,0,0,0,0.06384,0.06869,0.06266,0.06974,0.07338,0.0698,0.06462,0.06426,0.06566,0.06334,0.06742,0.06442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,118,0,0,0,0,0,0,0,0,0,0,0,0,0.03924,0.04248,0.03874,0.04213,0.04326,0.04215,0.03956,0.03941,0.04041,0.03903,0.04117,0.03949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,119,0,0,0,0,0,0,0,0,0,0,0,0,0.0733,0.07949,0.07248,0.07794,0.07947,0.07798,0.07363,0.07339,0.07532,0.07308,0.07688,0.07383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,120,0,0,0,0,0,0,0,0,0,0,0,0,0.01328,0.01437,0.0131,0.01425,0.01468,0.01426,0.01338,0.01332,0.01366,0.01322,0.01396,0.01339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,121,0,0,0,0,0,0,0,0,0,0,0,0,0.08367,0.08998,0.08209,0.09162,0.09652,0.0917,0.08477,0.08429,0.08611,0.08295,0.08835,0.08439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,122,0,0,0,0,0,0,0,0,0,0,0,0,0.31396,0.33878,0.309,0.34065,0.35428,0.34089,0.31745,0.31594,0.32336,0.31169,0.33035,0.31623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,123,0,0,0,0,0,0,0,0,0,0,0,0,0.33728,0.36818,0.33561,0.35388,0.35074,0.35396,0.3384,0.33789,0.34811,0.33654,0.35054,0.33807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,0,0,0,0,0,0,0,0,0,0,0,0,0.10903,0.11776,0.1074,0.11797,0.12228,0.11805,0.11016,0.10966,0.11229,0.1083,0.11464,0.1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,125,0,0,0,0,0,0,0,0,0,0,0,0,0.07806,0.08451,0.07707,0.08381,0.08606,0.08386,0.07871,0.0784,0.08039,0.07764,0.0819,0.07856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,126,0,0,0,0,0,0,0,0,0,0,0,0,0.00436,0.00469,0.00428,0.00476,0.005,0.00476,0.00441,0.00439,0.00448,0.00432,0.0046,0.00439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,127,0,0,0,0,0,0,0,0,0,0,0,0,0.09929,0.10721,0.09778,0.10753,0.11156,0.1076,0.10035,0.09989,0.10227,0.0986,0.10441,0.09998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,128,0,0,0,0,0,0,0,0,0,0,0,0,0.19255,0.208,0.18971,0.20822,0.21561,0.20836,0.19453,0.19366,0.19833,0.19126,0.20238,0.19386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,129,0,0,0,0,0,0,0,0,0,0,0,0,0.05031,0.05422,0.04945,0.05458,0.05708,0.05462,0.05081,0.05054,0.05169,0.04999,0.05309,0.05078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,130,0,0,0,0,0,0,0,0,0,0,0,0,0.05292,0.0573,0.05236,0.05652,0.05771,0.05644,0.05315,0.05302,0.05616,0.05249,0.05515,0.05292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,131,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0.00236,0.00217,0.00239,0.00251,0.00237,0.00221,0.0022,0.00259,0.00215,0.00227,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,0,0,0,0,0,0,0,0,0,0,0,0,0.11728,0.12634,0.11567,0.12664,0.1316,0.12626,0.11796,0.11761,0.12745,0.11583,0.12231,0.11694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,133,0,0,0,0,0,0,0,0,0,0,0,0,0.00056,0.00061,0.00056,0.00061,0.00063,0.0006,0.00056,0.00056,0.00066,0.00055,0.00058,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,134,0,0,0,0,0,0,0,0,0,0,0,0,0.02624,0.02854,0.02607,0.02776,0.02787,0.02771,0.02634,0.0263,0.02786,0.02607,0.02723,0.02619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,0,0,0,0,0,0,0,0,0,0,0,0,0.0039,0.00424,0.00387,0.00413,0.00417,0.00412,0.00391,0.00391,0.00421,0.00387,0.00404,0.00388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,0,0,0,0,0,0,0,0,0,0,0,0,0.01223,0.01322,0.0121,0.0131,0.01342,0.01307,0.0123,0.01227,0.01326,0.01209,0.0127,0.01217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,137,0,0,0,0,0,0,0,0,0,0,0,0,0.0124,0.01348,0.01234,0.01306,0.01308,0.01302,0.01241,0.0124,0.01345,0.0123,0.01282,0.01233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,0,0,0,0,0,0,0,0,0,0,0,0,0.01616,0.01762,0.01607,0.01701,0.01694,0.01702,0.01623,0.0162,0.01668,0.01612,0.01682,0.01621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,139,0,0,0,0,0,0,0,0,0,0,0,0,0.00769,0.0084,0.00766,0.00803,0.00791,0.00803,0.0077,0.0077,0.00793,0.00768,0.00798,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,140,0,0,0,0,0,0,0,0,0,0,0,0,0.02767,0.02988,0.02742,0.02958,0.0303,0.02941,0.02772,0.0277,0.03119,0.02725,0.02855,0.02733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,0,0,0,0,0,0,0,0,0,0,0,0,0.03912,0.0427,0.03892,0.04113,0.04082,0.04114,0.03928,0.03922,0.0404,0.03902,0.04066,0.03921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,142,0,0,0,0,0,0,0,0,0,0,0,0,0.00308,0.00331,0.00304,0.00332,0.00346,0.0033,0.00309,0.00308,0.00355,0.00302,0.00318,0.00303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,0,0,0,0,0,0,0,0,0,0,0,0,0.00088,0.00094,0.00087,0.00095,0.00099,0.00094,0.00088,0.00088,0.00103,0.00086,0.0009,0.00086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,144,0,0,0,0,0,0,0,0,0,0,0,0,0.04184,0.04533,0.04134,0.04495,0.046,0.04497,0.04223,0.04207,0.04316,0.04159,0.04382,0.04205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,145,0,0,0,0,0,0,0,0,0,0,0,0,0.24622,0.2681,0.24442,0.2603,0.26084,0.26039,0.24748,0.24693,0.25403,0.24539,0.25657,0.24704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,146,0,0,0,0,0,0,0,0,0,0,0,0,0.00273,0.00293,0.00267,0.00303,0.00324,0.00304,0.00278,0.00276,0.00282,0.0027,0.00289,0.00276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,147,0,0,0,0,0,0,0,0,0,0,0,0,0.00276,0.00296,0.00273,0.00296,0.00306,0.00293,0.00275,0.00275,0.00325,0.0027,0.00283,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,148,0,0,0,0,0,0,0,0,0,0,0,0,0.03225,0.03476,0.03197,0.03438,0.0353,0.0341,0.03213,0.03213,0.03733,0.03167,0.03315,0.0317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,149,0,0,0,0,0,0,0,0,0,0,0,0,0.0119,0.01278,0.01178,0.01282,0.01334,0.0127,0.0119,0.0119,0.0142,0.01162,0.0122,0.01164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,150,0,0,0,0,0,0,0,0,0,0,0,0,0.06648,0.07239,0.06599,0.07034,0.07047,0.07036,0.06685,0.0667,0.06862,0.06623,0.06924,0.06667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,151,0,0,0,0,0,0,0,0,0,0,0,0,0.1667,0.18087,0.16492,0.17824,0.18132,0.17833,0.16804,0.1675,0.17197,0.16583,0.17432,0.16745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,0,0,0,0,0,0,0,0,0,0,0,0,0.35128,0.37641,0.34727,0.37898,0.39615,0.37505,0.35063,0.35065,0.42207,0.34257,0.36004,0.34294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,153,0,0,0,0,0,0,0,0,0,0,0,0,0.01651,0.01765,0.0163,0.01789,0.01881,0.01769,0.01651,0.01651,0.0201,0.01606,0.0169,0.01607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,154,0,0,0,0,0,0,0,0,0,0,0,0,0.05156,0.05576,0.0512,0.05477,0.05566,0.05441,0.05156,0.05156,0.05868,0.05076,0.053,0.05079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,155,0,0,0,0,0,0,0,0,0,0,0,0,0.01288,0.01382,0.01274,0.0138,0.0144,0.01366,0.01275,0.01275,0.01529,0.01261,0.01324,0.01262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,156,0,0,0,0,0,0,0,0,0,0,0,0,0.0459,0.04969,0.0456,0.04866,0.04929,0.04837,0.0459,0.0459,0.0519,0.04523,0.0472,0.04526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,157,0,0,0,0,0,0,0,0,0,0,0,0,0.02563,0.02772,0.02545,0.0272,0.02762,0.02703,0.02563,0.02563,0.02911,0.02523,0.02634,0.02525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,158,0,0,0,0,0,0,0,0,0,0,0,0,0.03039,0.03289,0.02999,0.03276,0.03367,0.03278,0.0307,0.03058,0.03135,0.03018,0.03185,0.03055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,159,0,0,0,0,0,0,0,0,0,0,0,0,0.00054,0.00058,0.00053,0.00058,0.0006,0.00057,0.00054,0.00054,0.00063,0.00053,0.00055,0.00053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,160,0,0,0,0,0,0,0,0,0,0,0,0,0.01048,0.01133,0.01041,0.01115,0.01137,0.01108,0.01048,0.01048,0.012,0.01031,0.01077,0.01032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,161,0,0,0,0,0,0,0,0,0,0,0,0,0.00113,0.00121,0.00111,0.00123,0.00128,0.00123,0.00114,0.00113,0.00116,0.00112,0.00118,0.00113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,162,0,0,0,0,0,0,0,0,0,0,0,0,0.03632,0.03936,0.0361,0.03844,0.03882,0.03822,0.03632,0.03632,0.04083,0.03583,0.03736,0.03585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,163,0,0,0,0,0,0,0,0,0,0,0,0,0.11137,0.12156,0.11081,0.11687,0.11588,0.11689,0.11174,0.11157,0.11493,0.11113,0.11577,0.11165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,164,0,0,0,0,0,0,0,0,0,0,0,0,0.01025,0.01117,0.01018,0.01081,0.01079,0.01081,0.0103,0.01028,0.01058,0.01022,0.01067,0.01028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,165,0,0,0,0,0,0,0,0,0,0,0,0,0.08267,0.0894,0.08209,0.08776,0.08922,0.08719,0.08259,0.08259,0.09404,0.0814,0.085,0.08146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,166,0,0,0,0,0,0,0,0,0,0,0,0,0.01135,0.01218,0.01111,0.01254,0.01332,0.01255,0.01153,0.01146,0.01169,0.01122,0.01199,0.01144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,167,0,0,0,0,0,0,0,0,0,0,0,0,0.03684,0.03955,0.03608,0.0407,0.04318,0.04074,0.03745,0.03722,0.03798,0.03645,0.03894,0.03715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,168,0,0,0,0,0,0,0,0,0,0,0,0,0.00286,0.00304,0.00282,0.00313,0.00334,0.00308,0.00285,0.00285,0.00358,0.00277,0.00293,0.00277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,169,0,0,0,0,0,0,0,0,0,0,0,0,0.0454,0.04912,0.04509,0.04816,0.04885,0.04786,0.04539,0.04539,0.05146,0.04472,0.04667,0.04475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,170,0,0,0,0,0,0,0,0,0,0,0,0,0.02743,0.0297,0.02725,0.02907,0.02943,0.0289,0.02743,0.02743,0.03098,0.02704,0.02821,0.02705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,171,0,0,0,0,0,0,0,0,0,0,0,0,0.04387,0.04728,0.04349,0.04689,0.04817,0.04652,0.04386,0.04386,0.051,0.04303,0.04504,0.04307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,172,0,0,0,0,0,0,0,0,0,0,0,0,0.07506,0.08171,0.07477,0.07872,0.0783,0.07844,0.07502,0.07502,0.08183,0.07443,0.07735,0.07446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,173,0,0,0,0,0,0,0,0,0,0,0,0,0.04029,0.04377,0.0401,0.04242,0.04247,0.04223,0.04028,0.04028,0.04451,0.03986,0.04149,0.03988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,174,0,0,0,0,0,0,0,0,0,0,0,0,0.03564,0.03846,0.03508,0.03858,0.04011,0.03861,0.03599,0.03582,0.03667,0.0354,0.03752,0.03592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,175,0,0,0,0,0,0,0,0,0,0,0,0,0.03459,0.03771,0.03438,0.03645,0.03632,0.03646,0.03474,0.03468,0.0357,0.03448,0.03598,0.03468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,176,0,0,0,0,0,0,0,0,0,0,0,0,0.06068,0.06545,0.06018,0.06476,0.06638,0.06427,0.06066,0.06066,0.07021,0.05957,0.06231,0.05961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,177,0,0,0,0,0,0,0,0,0,0,0,0,0.0527,0.05717,0.0524,0.05564,0.05598,0.05535,0.05268,0.05268,0.05878,0.05205,0.05423,0.05208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,178,0,0,0,0,0,0,0,0,0,0,0,0,0.20056,0.21855,0.19988,0.20983,0.20805,0.20916,0.20027,0.20027,0.21708,0.19914,0.2068,0.1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,179,0,0,0,0,0,0,0,0,0,0,0,0,0.04407,0.04782,0.0436,0.04702,0.0478,0.04704,0.04438,0.04424,0.04542,0.04387,0.0461,0.04429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,0,0,0,0,0,0,0,0,0,0,0,0,0.03339,0.03635,0.03314,0.03535,0.03546,0.03537,0.03358,0.0335,0.03446,0.03326,0.03479,0.03349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,181,0,0,0,0,0,0,0,0,0,0,0,0,0.05755,0.06275,0.0572,0.06065,0.06044,0.06067,0.05782,0.05771,0.05941,0.05738,0.05988,0.0577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,0,0,0,0,0,0,0,0,0,0,0,0,0.12453,0.13502,0.12381,0.13131,0.13236,0.1306,0.12407,0.12407,0.13895,0.12307,0.12826,0.12314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,183,0,0,0,0,0,0,0,0,0,0,0,0,0.10867,0.1175,0.1079,0.1154,0.11737,0.11464,0.10857,0.10857,0.12375,0.10698,0.11172,0.10706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,184,0,0,0,0,0,0,0,0,0,0,0,0,0.11919,0.1295,0.11862,0.12543,0.12557,0.12487,0.11909,0.11909,0.13156,0.11795,0.12274,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,185,0,0,0,0,0,0,0,0,0,0,0,0,0.13855,0.14894,0.13718,0.14866,0.15393,0.14732,0.13835,0.13836,0.16342,0.13556,0.14215,0.13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,186,0,0,0,0,0,0,0,0,0,0,0,0,0.3416,0.37249,0.34055,0.35693,0.35307,0.3559,0.34112,0.34112,0.36805,0.33942,0.35232,0.33952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,187,0,0,0,0,0,0,0,0,0,0,0,0,0.0495,0.05386,0.0491,0.05248,0.05276,0.0525,0.04979,0.04967,0.05108,0.0493,0.05161,0.04967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,188,0,0,0,0,0,0,0,0,0,0,0,0,0.01062,0.01144,0.01043,0.01161,0.01219,0.01162,0.01076,0.0107,0.01094,0.01054,0.01121,0.01071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,189,0,0,0,0,0,0,0,0,0,0,0,0,0.10406,0.11311,0.10313,0.11066,0.1117,0.1107,0.10476,0.10447,0.10737,0.1036,0.1086,0.10445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,190,0,0,0,0,0,0,0,0,0,0,0,0,0.02607,0.02811,0.02564,0.02833,0.02954,0.02835,0.02637,0.02624,0.02684,0.02587,0.02745,0.02626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,191,0,0,0,0,0,0,0,0,0,0,0,0,0.21432,0.23344,0.21281,0.22637,0.22656,0.22644,0.21537,0.21491,0.22112,0.21364,0.22328,0.21502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,0,0,0,0,0,0,0,0,0,0,0,0,0.35043,0.38265,0.3496,0.36543,0.35978,0.36461,0.35026,0.35026,0.37441,0.34863,0.36151,0.34871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,193,0,0,0,0,0,0,0,0,0,0,0,0,0.00792,0.00853,0.00778,0.00865,0.00905,0.00866,0.00803,0.00798,0.00817,0.00785,0.00834,0.00797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,194,0,0,0,0,0,0,0,0,0,0,0,0,0.01218,0.01315,0.01199,0.01322,0.01371,0.01323,0.01232,0.01227,0.01256,0.01208,0.01279,0.01225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,195,0,0,0,0,0,0,0,0,0,0,0,0,0.01075,0.01161,0.01058,0.01167,0.01212,0.01168,0.01088,0.01083,0.01108,0.01067,0.0113,0.01082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,196,0,0,0,0,0,0,0,0,0,0,0,0,0.01341,0.01448,0.0132,0.01456,0.01511,0.01457,0.01357,0.01351,0.01383,0.0133,0.01409,0.01349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,197,0,0,0,0,0,0,0,0,0,0,0,0,0.01854,0.02002,0.01839,0.01972,0.02013,0.01958,0.01851,0.01851,0.02125,0.01823,0.01905,0.01824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,198,0,0,0,0,0,0,0,0,0,0,0,0,0.00651,0.00704,0.00642,0.00706,0.00731,0.00706,0.00659,0.00656,0.00672,0.00647,0.00684,0.00655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199,0,0,0,0,0,0,0,0,0,0,0,0,0.01343,0.01453,0.01325,0.0145,0.01493,0.01451,0.01358,0.01352,0.01386,0.01334,0.01409,0.01351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,200,0,0,0,0,0,0,0,0,0,0,0,0,0.00586,0.00631,0.00575,0.00638,0.0067,0.00639,0.00593,0.00589,0.00602,0.00582,0.00618,0.00591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,201,0,0,0,0,0,0,0,0,0,0,0,0,0.00403,0.00434,0.00396,0.00438,0.00456,0.00439,0.00408,0.00406,0.00415,0.00399,0.00424,0.00405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,202,0,0,0,0,0,0,0,0,0,0,0,0,0.00382,0.00412,0.00376,0.00415,0.00431,0.00415,0.00387,0.00385,0.00394,0.00379,0.00401,0.00384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
