Amphoe_ID,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
5001,0.0,-9.470713222204466,-19.510073799203187,-30.92273535803939,-45.3009884876957,-67.4937661829106
5002,0.0,-35.44850765349646,-73.02544002386685,-115.7425840364908,-169.5598208329285,-252.62651618346658
5003,0.0,-11.879929317372877,-24.473161869989777,-38.78904383801264,-56.8249221166554,-84.66322998107132
5004,0.0,-8.031996796235072,-16.54625650390395,-26.2251960860013,-38.41921784162733,-57.240642919688355
5005,0.0,-1.1292268024817969,-2.326255450413685,-3.6870276560038935,-5.401397886200391,-8.047521658188451
5006,0.0,-10.34162314797481,-21.30418544904184,-33.766335045140615,-49.46678673282078,-73.70037275172797
5007,0.0,-8.991202435661842,-18.522261095612215,-29.357089265111714,-43.00735841874118,-64.07649568281641
5008,0.0,-2.1074052087204564,-4.341344752216133,-6.880868634965149,-10.080290349762453,-15.018585303221593
5011,0.0,-3.524376124660045,-7.260365367948706,-11.507406849733258,-16.858046326987324,-25.116737516740972
5012,0.0,-5.514356408086085,-11.359809758005342,-18.00487248176474,-26.376661429688212,-39.29848505854819
5013,0.0,-1.107071326479831,-2.2806142234318156,-3.6146880227507276,-5.295422238986057,-7.889628954453969
5014,0.0,-2.9246120197457213,-6.0248256916382665,-9.549122794628056,-13.989212040214076,-20.842472494431746
5015,0.0,-2.0797476842095213,-4.284369070274196,-6.790564315634164,-9.947996913136103,-14.821481827618236
5016,0.0,-36.26966519780441,-74.71705964261518,-118.42373769769112,-173.4876399515629,-258.47855857927175
5017,0.0,-42.10019794571894,-86.7282061668054,-137.46095452919988,-201.37665851788887,-300.03029864114086
5018,0.0,-2.386761608811997,-4.916830869701702,-7.792992550865385,-11.416527734169845,-17.00944017413799
5019,0.0,-4.819172137235407,-9.927700463792657,-15.735032953503392,-23.05140662450647,-34.344200884804486
5020,0.0,-2.459483338036919,-5.066640738366867,-8.030435574937634,-11.764375477114879,-17.527697170582165
5021,0.0,-0.49880323467305715,-1.0275559708572188,-1.628637681200813,-2.385911077802636,-3.5547596155030083
5022,0.0,-2.1201159602260886,-4.367529443284256,-6.922370388401093,-10.141089319609474,-15.10916945142691
5023,0.0,-0.7034890341597235,-1.4492174613847748,-2.296955331685178,-3.36497873919065,-5.0134687081957665
5024,0.0,-2.4842333335161553,-5.117626786302277,-8.111246548975231,-11.882761414263381,-17.704079916919277
5025,0.0,-1.1858243454209931,-2.442848806551679,-3.8718237533158404,-5.672119275494406,-8.450868400935265
