Sbswat,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
188,0.0,-0.08916666666666667,-0.17833333333333334,-0.2675,-0.3566666666666667,-0.44583333333333336
189,0.0,-0.07050000000000001,-0.14100000000000001,-0.21150000000000002,-0.28200000000000003,-0.3525
190,0.0,-0.0625,-0.125,-0.1875,-0.25,-0.3125
191,0.0,-0.11183333333333334,-0.22366666666666668,-0.3355,-0.44733333333333336,-0.5591666666666667
192,0.0,-0.1093333333333334,-0.21866666666666668,-0.328,-0.43733333333333335,-0.5466666666666666
193,0.0,-0.14216666666666666,-0.2843333333333333,-0.4265,-0.5686666666666667,-0.7108333333333333
194,0.0,-0.10599999999999998,-0.21200000000000002,-0.318,-0.42400000000000004,-0.53
195,0.0,0.0,0.0,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0
197,0.0,-0.08433333333333337,-0.1686666666666667,-0.253,-0.3373333333333334,-0.4216666666666667
198,0.0,-0.04933333333333331,-0.09866666666666665,-0.148,-0.1973333333333333,-0.24666666666666665
199,0.0,-0.07999999999999996,-0.15999999999999998,-0.24,-0.31999999999999995,-0.39999999999999997
200,0.0,-0.17799999999999994,-0.356,-0.534,-0.712,-0.89
201,0.0,-0.1246666666666667,-0.24933333333333335,-0.374,-0.4986666666666667,-0.6233333333333333
202,0.0,-0.1206666666666667,-0.24133333333333334,-0.362,-0.4826666666666667,-0.6033333333333333
203,0.0,-0.03733333333333333,-0.07466666666666666,-0.11199999999999999,-0.14933333333333332,-0.18666666666666668
204,0.0,-0.07583333333333336,-0.15166666666666667,-0.2275,-0.30333333333333334,-0.37916666666666665
205,0.0,0.0,0.0,0.0,0.0,0.0
206,0.0,0.0,0.0,0.0,0.0,0.0
207,0.0,0.0,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.0,0.0,0.0
210,0.0,0.0,0.0,0.0,0.0,0.0
211,0.0,-0.22249999999999992,-0.44499999999999995,-0.6675,-0.8899999999999999,-1.1125
212,0.0,-0.03983333333333333,-0.07966666666666666,-0.1195,-0.15933333333333333,-0.19916666666666666
213,0.0,-0.08766666666666667,-0.17533333333333334,-0.263,-0.3506666666666667,-0.43833333333333335
214,0.0,-0.002333333333333333,-0.004666666666666666,-0.006999999999999999,-0.009333333333333332,-0.011666666666666667
215,0.0,-0.13483333333333325,-0.2696666666666666,-0.40449999999999997,-0.5393333333333332,-0.6741666666666666
216,0.0,-0.1935,-0.387,-0.5805,-0.774,-0.9675
217,0.0,-0.08049999999999996,-0.16099999999999998,-0.2415,-0.32199999999999995,-0.40249999999999997
218,0.0,-0.11550000000000005,-0.23100000000000004,-0.34650000000000003,-0.4620000000000001,-0.5775
219,0.0,-0.12383333333333335,-0.24766666666666665,-0.3715,-0.4953333333333333,-0.6191666666666666
220,0.0,-0.23316666666666674,-0.4663333333333334,-0.6995,-0.9326666666666668,-1.1658333333333333
221,0.0,-0.026833333333333348,-0.05366666666666667,-0.0805,-0.10733333333333334,-0.13416666666666666
222,0.0,-0.1821666666666666,-0.3643333333333333,-0.5465,-0.7286666666666666,-0.9108333333333333
223,0.0,-0.004666666666666666,-0.009333333333333332,-0.013999999999999999,-0.018666666666666665,-0.023333333333333334
224,0.0,-0.002333333333333333,-0.004666666666666666,-0.006999999999999999,-0.009333333333333332,-0.011666666666666667
225,0.0,-0.05833333333333335,-0.11666666666666667,-0.175,-0.23333333333333334,-0.29166666666666663
226,0.0,-0.06183333333333335,-0.12366666666666667,-0.1855,-0.24733333333333335,-0.30916666666666665
