SB_CODE,no_positive_data,critical_25_level,critical_50_level,critical_80_level,critical_90_level
801,False,0.037755684770957754,0.2490411925751988,5.442094853531327,41.93860864896156
802,False,-5.853991045686036,0.0,7.304548606947382,11.122765597404618
803,False,1.8292237274136696,5.848351439371665,16.734504389980117,25.662756958055244
804,False,0.023235126753071402,0.17035773429639178,0.8651309929077072,1.5719850819358239
805,False,0.5862432284270669,3.0629147922595785,12.252794046153031,20.802370276703215
806,False,0.985356706280787,2.3741389826049746,5.5125800048777895,7.886718987482764
807,False,6.196128650546822,26.728624793527093,94.4440773615291,154.6307813072817
808,False,0.6590057059155648,2.4924473733143238,13.107502295708048,31.21360869381808
809,False,9.910953354985619,33.55177458039034,100.34469570294355,156.10702507172462
810,False,1.0349584345801817,3.799858408347218,12.008437093553272,19.00309258340529
811,False,5.862983605542305,18.76585483851139,80.13340429288444,171.14274430258317
812,False,1.591647708244669,5.44523054628065,16.357210027402832,25.47561701342928
813,False,7.100755925267154,21.14137763874304,82.48438926568848,168.04383830106883
814,False,0.9354669395005745,2.8204146024020713,13.236412727570412,35.08800159544645
815,False,4.510128796626537,11.300044501064958,35.54777477367034,64.71215981511854
816,False,0.023917986985104847,0.16683669535854187,4.193262579331017,35.56640167807318
817,False,36.18961660759928,62.66735845300833,151.37493434996207,269.9273766273736
818,False,13.850276124924777,21.186621452524673,36.008724408528565,47.51313517564262
819,False,81.77277296365381,153.6785292527655,337.6860334925917,509.60095898159096
