Province_ID,no_positive_data,critical_25_level,critical_50_level,critical_80_level,critical_90_level
52,False,1.2206905497281746,4.810622856802258,16.335820599168834,26.47115052323391
53,False,0.04534288644007129,0.22812309047086973,2.9040084581719743,15.494769055200589
54,False,14.322127662697483,49.302382625449454,149.85123881385766,234.39858848747008
55,False,0.047739826720457984,0.3609272766955528,9.584793301775433,83.89298651197477
56,False,0.8168052967513463,5.163712650165865,23.375439792166304,41.108677517695774
62,False,0.5857852288101696,1.0137164253596223,2.052078487377904,3.0729657346700545
63,False,0.0011167422584530363,0.03186894491832633,0.40450800106690066,0.9290398652268507
64,False,16.766156061010552,37.28097217757429,101.05021113933563,170.17671336653015
65,False,4.535376888532833,7.464680505702285,13.900492274143048,19.238618106792394
66,False,16.872153138201686,31.628118651548974,69.27853149181985,104.37519235394707
