MB_CODE,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
8,0.0,-772.8407537539769,-1592.084966253704,-2523.394969474028,-3696.7068125922733,-5507.7090718151585
