Tambol_ID,no_positive_data,critical_25_level,critical_50_level,critical_80_level,critical_90_level
520201,False,-1.3698639761293017,0.0,1.7093018968514753,2.602784286464397
520202,False,0.08954479357084577,0.27106749845796746,1.2900360325342612,3.457246109269287
520203,False,0.004472111988086943,0.039955659651228395,1.398760551949252,14.707643628849011
520205,False,0.08548467514287125,0.2611171416113805,1.2552861645697821,3.385187870919132
520501,False,0.054263021282018147,0.2820497634831701,1.1239357285413394,1.9059844169965607
520502,False,0.16979356702623558,0.5845905969934878,3.556211501203136,11.35070291848467
520503,False,0.04454364277655557,0.2513276245029164,1.0570645142468003,1.8206698902879501
520504,False,0.0632081873998566,0.3086205014333656,1.1798294611990694,1.9767121610975575
520505,False,0.03754349929039808,0.21242666091664186,0.894767018562599,1.5417514926804845
520506,False,0.010466485693159054,0.11164337595299587,0.7055264254697227,1.35849269042607
520507,False,0.02059262089877109,0.1621668047260388,0.845247818319522,1.545627258509292
520508,False,0.009017359502594954,0.11133317288629717,0.7711930228788834,1.5210019237090797
520509,False,-1.4026819356631048,0.0,1.7502518024329252,2.6651394333088043
520510,False,0.7700961569470663,3.617222949330538,13.47701735206122,22.409580149856627
520601,False,0.04092120097143497,0.23702137281496166,1.0240038660418374,1.778135691613632
520603,False,0.022225515870291535,0.15740286754343166,0.7666355451672073,1.376013926952168
520605,False,0.10503752041873672,0.6510429779291559,2.9148142321173074,5.110585293109938
520606,False,0.07179029865316298,0.33287343779236517,1.2295565207539452,2.0393005494585927
520705,False,0.08709633361369523,0.37229474384364364,1.3073814228842695,2.136587579020843
520801,False,-4.65215636413186,0.0,5.804911900909545,8.839242212173348
520802,False,0.44237721251793216,2.0352510105999557,7.484731636615167,12.398416717019241
520803,False,-2.010821358724895,0.0,2.509081793952873,3.820623307552495
520804,False,0.1831908965805672,0.9994295177805196,4.115038352588566,7.044858791847729
520805,False,0.20787316659577626,1.3405116932916445,6.146668122541982,10.848678186510408
520808,False,0.44237721251793216,2.0352510105999557,7.484731636615167,12.398416717019241
521004,False,-0.9898696791884457,0.0,1.2351490000149217,1.880783268656487
521007,False,-1.9694464159623097,0.0,2.457454574478103,3.7420096256451054
521008,False,-1.2058643896647445,0.0,1.5046649335386557,2.291179956344895
521010,False,-0.6078217550110763,0.0,0.7584336086592283,1.154880295037931
521011,False,3.2003689298387474,9.960556275772941,41.072209950177964,86.13064829620362
521101,False,-1.5919713371966835,0.0,1.9864451316490563,3.024795200955142
521102,False,0.052569483586446523,0.35852493062596785,1.7107195216305524,3.0535831552281767
530110,False,-1.9406138672615418,0.0,2.4214776227193298,3.68722688370519
530205,False,0.0140246351029102,0.05951286720075085,0.36130372176945036,0.9274641517276663
530305,False,0.06658239629549119,0.32831147851031883,1.2633894210804648,2.1207955511404664
530705,False,-1.3757424312578272,0.0,1.7166369714843135,2.613953534582334
530707,False,-0.42079772596956627,0.0,0.5250669874704953,0.7995288057930198
530709,False,-0.5905234627687337,0.0,0.7368489810922819,1.122013000170993
530802,False,0.016137584282463233,0.0735386277207145,0.26850477921753385,0.4438076875557083
530803,False,-0.4873075378566455,0.0,0.6080572329246823,0.9258995230992267
530804,False,-2.9651167943149837,0.0,3.6998416260494253,5.6338144036618285
530805,False,-2.9651167943149837,0.0,3.6998416260494253,5.6338144036618285
540101,False,3.789001267842987,12.54688815601747,36.99824472321057,57.31025760043961
540102,False,0.009360664309093483,0.040124524084769485,0.24668438766861603,0.6374200744105807
540103,False,0.010649472080847275,0.04866988030009105,0.5132660031764285,2.406139880899438
540104,False,0.108184236325228,0.44503947715883124,1.5166497733948778,2.4556087831660953
540105,False,0.0030107410675438975,0.024956383134173258,0.3493707857051071,1.387956798122942
540106,False,0.641496203170765,2.4598416900395383,8.039527125170764,12.858300055823792
540107,False,2.054516573225732,6.912008600588907,20.613079105266543,32.043497881441425
540108,False,2.4950250938947827,8.264281339262775,24.375444841835503,37.76050408041862
540109,False,0.04690774264706185,0.3297032685812272,1.604560402669713,2.8798401738562798
540110,False,0.5759582360211108,2.10417555653366,10.597462055966249,24.672455977746225
540111,False,-0.4589665433603919,0.0,0.5726936373449334,0.8720507494815314
540112,False,0.10113839934829455,0.3305107177788704,0.9603854407826452,1.4799949541524122
540113,False,0.4601628001203136,1.7172423966541035,5.517864613993022,8.780535469158837
540114,False,1.1882836382279844,3.8675680546992557,11.268333147664812,17.388642273836027
540115,False,1.40434906370435,5.029922270523708,24.714067390721432,56.79921676583272
540116,False,0.5627984246236504,1.8389772495917203,5.3692891723704435,8.29062191812529
540117,False,4.4345804084437015,14.256831267337361,41.15730161527601,63.323463068633906
540118,False,0.09283532669433289,0.3355369358280109,1.0467181331966477,1.649485629860863
540119,False,-0.43033318152492905,0.0,0.5369652288668265,0.8176464687991716
540120,False,-0.26198800238452763,0.0,0.32690588060688763,0.4977853770382534
540201,False,0.011279560924921791,0.122748770120169,0.7851821477354439,1.5166898554149955
540204,False,-1.1848769299584,0.0,1.4784770015167377,2.251303128215704
540205,False,0.041875951632241164,0.24239394567648873,1.0369147287958296,1.7946449968323046
540206,False,0.02378198936061211,0.17552125997873155,0.8794580531566712,1.5910230342694562
540207,False,0.0397929611375383,0.21038802716386523,0.8499126245439907,1.4472021002289668
540208,False,0.06499686765605678,0.3383166019143928,1.3501615624869392,2.290682133654318
540209,False,0.017446698084837956,0.10338228833620303,0.4535795676276582,0.7910832994751748
540210,False,0.16304541808015144,0.4366435938722703,1.0982212795868216,1.6145293019890612
540213,False,-1.4836630013217484,0.0,1.8512991265114058,2.8190059842002517
