Amphoe_ID,no_positive_data,critical_25_level,critical_50_level,critical_80_level,critical_90_level
5001,False,0.9762925968739731,2.7025412193256853,9.627982163216863,18.70473450721547
5002,False,4.4619296884391515,11.828995541657743,39.92944947553357,75.41693067452536
5003,False,1.6592226485042552,4.248249962590143,13.730591614991967,25.351464319442886
5004,False,0.31066164600761725,1.7220268517320731,7.156643518498294,12.284128654343608
5005,False,0.06873868748156767,0.260689892137391,1.3756190585650043,3.281677276161727
5006,False,1.167479761976636,4.099539648413092,12.530732295191656,19.62126693797741
5007,False,0.8716191532732193,2.507925595956435,9.376373795192913,18.68125046106133
5008,False,0.02491087724302708,0.21031738365354025,3.0125541809812244,12.112331667580172
5011,False,0.354638570710006,0.9993168785305145,4.146388109795181,10.066299217663206
5012,False,0.5914406406392588,2.036437994576862,6.189996317376741,9.68254768844357
5013,False,0.548226566266461,1.0841482272661043,2.05573420675211,2.7706553763727837
5014,False,0.26399124870735774,0.8219625744124566,3.3910940329268398,7.113219430571972
5015,False,0.20833724836088235,0.6020866234709623,2.263368403503062,4.5223925789882085
5016,False,5.006743322267527,12.713056469215493,40.665274926776604,74.67623829932856
5017,False,5.870453947620845,14.79004410551345,46.849464714033246,85.5948777944491
5018,False,0.16174820490843272,0.5349966760607933,2.3800836736252857,5.193251515458471
5019,False,1.1934420906175103,2.4486296971392454,6.003235380104484,9.593215402454202
5020,False,0.15257539633947922,0.9131584364509747,3.9897482865451765,6.946640825844194
5021,False,0.008084600887766124,0.1305431188902746,1.147056609438302,2.4069779580940365
5022,False,0.057152106136412036,0.6142380264817582,3.9013500700752948,7.52214203374533
5023,False,0.03606333140456238,0.22261264103646436,0.9922919943628444,1.7374989560034553
5024,False,0.3248243078121026,1.1149410137809375,3.4568335385247355,5.451056770940715
5025,False,0.10922246287801667,0.3005780338856436,1.0630213805614754,2.0572969131193366
5101,False,0.40027968368187683,1.129677451515278,2.9867742349868056,4.4697206316551
5102,False,0.06378124078760532,0.24882676207381066,1.9482623256441394,7.435383026247531
5103,False,2.2589092946670233,6.28218762812313,22.510965085429458,43.86597336036048
5104,False,1.40974249703739,3.872258666525735,10.37011558493467,15.640046073659377
5105,False,0.02180592839454363,0.09900182685262479,1.0238637748045094,4.732609686416819
5106,False,0.5409027116754269,1.517828372191953,5.49998522049355,10.78036114556561
5107,False,0.01582868678250476,0.03463662796104154,0.08974909567999319,0.15469747278977258
5108,False,1.2780409238317376,3.5150007889672628,12.421670713903296,24.03047741484404
5201,False,0.008782272002273134,0.09708071181918317,0.6595199628855424,1.2958725099120896
5204,False,0.02996427728614599,0.10604637010973084,0.7235891767297112,2.522979335722389
5208,False,0.02792890390947849,0.09302264815773117,0.5765227401552534,1.8841226297160856
5209,False,0.5824511527358823,1.3678552836807143,3.969139369953099,6.9268365625649215
5212,False,0.10511759297328341,0.34737068133168053,2.0830208086684956,6.635901997088296
5213,False,0.04149479590178756,0.2432089382512073,1.0488838524423731,1.819556498461917
5711,False,0.12096914237073755,0.4567865601973022,1.46884441436823,2.336523747492894
5801,False,0.05402909871218774,0.13118170322279327,0.6004257700667808,1.670342145895316
5802,False,0.13498597087729505,0.3750500078367856,1.3423285947664019,2.614111196062841
5803,False,0.16812208952509788,1.0388491619384157,4.681455733430406,8.226419276173317
5804,False,0.005423296382371842,0.01284194094977353,0.05616596701057867,0.151534732727336
5805,False,0.12011302557349388,0.3345031681317232,1.200686553581665,2.3418191623678544
6001,False,55.28588412055046,77.86885734699725,117.03293803426567,144.57692350485573
6005,False,21.94358498820007,30.904013501285892,46.445062916921515,57.37618962272172
6006,False,16.660291512246662,23.463324442128616,35.2628860329692,43.56258721470525
6201,False,36.72623798607585,51.044118296056936,75.85804798986061,93.29770377330583
6203,False,0.01805558864281206,0.08982883318227357,0.6650902972479362,1.8939359932481523
6204,False,4.4645040241347935,6.272794567862415,9.432397106608539,11.671631421847511
6205,False,45.98037670391298,64.30710347415061,96.02193102933073,118.278127274432
6206,False,0.03656570014347671,0.12314476553021711,0.7184135689790475,2.2261769814929706
6209,False,0.021925818336951286,0.07048198815823303,0.41230461182886513,1.2956781946115308
6211,False,-3.3697423668735422,0.0,4.204729170171307,6.402615613496454
6301,False,-34.42843886282337,0.0,42.95944479111136,65.41510780717
6302,False,27.69757918379995,38.23556664602337,51.630056501490074,58.435149925751254
6303,False,26.798459750778456,35.742115277938,51.519250680846994,62.810159247919266
6304,False,0.34176626297673335,1.0303189373405715,4.082868912025059,8.385855367720154
6305,False,0.1226058864450433,0.3960426679139929,1.710624338931669,3.6753280448354846
6306,False,0.05955435891750177,0.48838928575846613,2.652267289258084,4.9070152291740765
6307,False,0.009767117927740262,0.0366718434368557,0.11740906822389525,0.18650814639849594
6308,False,0.031876588498831855,0.19327886130459113,0.8515962409283577,1.486261863615145
6309,False,-17.24587856119992,0.0,21.519226325539012,32.76770723776406
6402,False,0.0005079202198480211,0.09696217700508931,1214.1879216168215,627945.3876528364
