Sbswat,no_positive_data,critical_25_level,critical_50_level,critical_80_level,critical_90_level
1,False,0.4110540111627909,1.2744810758777443,5.23046385338512,10.941434693728826
2,False,0.44274455956083447,1.0190285172350653,3.029700974555573,5.819988919508583
3,False,0.06713743988249382,0.16463180261882823,0.5380233219715104,1.102582997233678
4,False,0.007550301180481707,0.022209174566919433,0.11639841446788446,0.34155619670790743
5,False,-0.06645700943124222,0.0,0.08292435910379503,0.12627039099298606
6,False,0.0012132520959866906,0.0026037587253191583,0.006751958112557256,0.011110804118156162
7,False,-0.06104711721776524,0.0,0.07617395236020941,0.11599142703008901
8,False,0.004306441016911118,0.010398530578180527,0.03816697298737638,0.08730834265617345
9,False,0.001330334686655494,0.0028349760876840964,0.007287166027252823,0.011936521154151619
10,False,0.0021889146379297938,0.005782272517736449,0.01943135917951313,0.03661543550073207
11,False,0.0010677378785212419,0.00592281326591062,5.444626327661869,563.723988989637
12,False,0.0011042183460538803,0.012424658830424682,24.74391514156826,3998.6501688668327
13,False,0.0033686060276622853,0.01005841544686259,0.06494308697862197,0.22630423770996203
14,False,-0.07921070002430251,0.0,0.09883828041456104,0.1505028009610491
15,False,0.0010036099181331016,0.0026780960111371884,0.11790655433029727,0.3996038575241215
16,False,0.0019603979280836104,0.005683640585109881,0.021451501703215754,0.04295142074035314
17,False,0.5588633247863715,1.5775299411055337,5.758659561132016,11.331006023320011
18,False,0.5577189931557424,1.574633099172894,5.749603457287178,11.31474905245881
19,False,0.5598538575776579,1.5791603884374101,5.759306631680147,11.326826981265397
20,False,0.5598595946811316,1.5785810268418234,5.754484622244183,11.314559565324881
21,False,0.5549343386151608,1.5709827620461654,5.7555218633750505,11.346245497750516
22,False,0.552059808643118,1.5668196229883784,5.758490648621314,11.370919629289657
23,False,0.5430366413266793,1.5543698633291458,5.773661536139604,11.464273993927817
24,False,0.5212174730203126,1.4997620156899423,5.607405411804386,11.172313081029014
25,False,0.45618950868824026,1.3388651935522686,5.130889853195417,10.355603124484109
26,False,0.4382365252898279,1.3137062984916295,5.16929694637545,10.578244611347596
27,False,0.12784863702935165,0.4672030398172043,1.4717207462927735,2.3266505929739716
28,False,0.09830580142431361,0.4469329868202538,1.6353200252683502,2.705348701989218
29,False,0.09263113443984843,0.36415940727403295,1.2076138731854884,1.9396443000201702
30,False,0.06957875383755978,0.1733312302302904,0.599203631426812,1.2850352752450547
31,False,0.03191177578314538,0.19097468341227203,0.845389510143821,1.4783288468921325
32,False,0.3186562536591175,0.5963416955557124,1.0768736403051495,1.4140851323340151
33,False,0.3120211841456366,0.5755760100314725,1.0331215012359136,1.3552578730525153
34,False,0.32084199844435374,0.5828440781357067,1.0347033705954114,1.3506974661652738
35,False,0.3138584260520493,0.5772191946417233,1.0348676768204939,1.3573934079082128
36,False,0.3296093256968155,0.581341510289035,1.0042198738023949,1.2920802621377159
37,False,0.29024738005458084,0.5516258445627515,1.004166141604287,1.3218978793410017
38,False,0.23406978829979205,0.46176839507718376,0.7953664991341238,0.9923946185031716
39,False,0.22251512524640116,0.4486955717043105,0.7403281559371384,0.8907786145249876
40,False,-0.42821831094970736,0.0,0.5343263155522094,0.8136281487345425
41,False,-0.02176849068393229,0.0,0.02716249428120371,0.041360811350248654
42,False,-0.08666954482408204,0.0,0.10814534869779947,0.16467483875336952
43,False,-0.07298289181414896,0.0,0.0910672866718671,0.13866977109022666
44,False,0.0010196494958392864,0.011353810101388601,292.1977038350038,258430.22095820407
45,False,0.047848743930744335,0.25751857939194395,1.0585449805558167,1.8120576685689462
46,False,-0.2486994902264671,0.0,0.3103246145586426,0.472536789413356
47,False,0.046167772005043,0.23749549043055143,0.9477852883672466,1.6087111632583664
48,False,0.03635125920655761,0.08758548147991549,0.20336719015245255,0.29095267163236804
49,False,0.0055799896602233695,0.06661664368041005,0.4997959917127506,1.008626923586425
50,False,0.020585683642076264,0.052172677859848235,0.17812360450618034,0.3756895417600865
51,False,-0.14152613753383625,0.0,0.17659482952766914,0.2689040761097424
52,False,0.002527822520761557,0.006494826310581654,0.021083263598907657,0.03901576748032497
53,False,0.014202377124165876,0.11708795615275157,0.6500006656960837,1.2105182432779151
54,False,0.001814159277437277,0.027404451109039593,0.3357269924112353,0.768902183713137
55,False,0.006381325113235955,0.015254494330779682,0.05356204134619719,0.11813107752320906
56,False,-0.09501456566520163,0.0,0.11855817814769545,0.18053063866779387
57,False,-0.05584371208869142,0.0,0.06968119803408715,0.10610479496875855
58,False,0.0015206963697707754,0.02210721688061335,0.3088264879568032,0.73145619884654
59,False,-0.07033439957108344,0.0,0.08776252583885355,0.13363755321079018
60,False,0.004497630936431376,0.010841203347615597,0.040782131650225394,0.09544273410910059
61,False,0.006597443857915731,0.017100019655899343,0.0683416626504065,0.16468510512710455
62,False,0.0011293154084965136,0.011118053232318115,0.22462310512566083,0.5865190036807097
63,False,-0.04509213147088196,0.0,0.05626548854437457,0.08567645640790261
64,False,0.004533305675560289,0.010736425443306238,0.03944135472384186,0.09093021042078599
65,False,0.004489556917954111,0.010062781126750355,0.03176658543618267,0.06508600626125474
66,False,-0.04249256453209126,0.0,0.053021776192712665,0.08073719813277434
67,False,-0.04311692544177621,0.0,0.05380084718504574,0.08192350333761843
68,False,0.0029179582943526534,0.0065269901185330305,0.022533444491789692,0.05017417096925274
69,False,0.0025865129540076854,0.005466368040219372,0.015888842553636626,0.030849663161943947
70,False,0.0010000000000006057,0.0010000210741275216,0.0037431082027170976,0.05553009247401983
71,False,-0.032601517857176875,0.0,0.040679831928253946,0.06194390090709192
