month,day,release
7,31,2.407
8,1,2.407
8,2,2.407
8,3,2.407
8,4,2.407
8,5,1.493
8,6,1.493
8,7,1.493
8,8,1.493
8,9,1.493
8,10,1.493
8,11,1.493
8,12,1.493
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.0
8,20,0.0
8,21,0.0
8,22,0.0
8,23,0.0
8,24,0.0
8,25,11.285
8,26,5.127
8,27,5.127
8,28,4.988
8,29,3.947
8,30,3.947
8,31,3.947
9,1,3.947
9,2,3.947
9,3,0.822
9,4,0.822
9,5,2.199
9,6,0.833
9,7,0.833
9,8,0.833
9,9,0.833
9,10,0.833
9,11,5.463
9,12,5.463
9,13,5.463
9,14,2.373
9,15,2.373
9,16,3.495
9,17,3.495
9,18,3.495
9,19,3.495
9,20,3.495
9,21,3.495
9,22,3.495
9,23,3.495
9,24,3.495
9,25,3.495
9,26,3.495
9,27,3.495
9,28,3.495
9,29,3.495
9,30,3.495
10,1,5.81
10,2,2.373
10,3,2.373
10,4,0.0
10,5,2.373
10,6,2.373
10,7,2.373
10,8,0.231
10,9,0.231
10,10,2.373
10,11,2.373
10,12,1.609
10,13,1.817
10,14,1.771
10,15,2.373
10,16,2.373
10,17,4.699
10,18,2.373
10,19,4.699
10,20,2.373
10,21,2.373
10,22,2.072
10,23,2.072
10,24,2.072
10,25,2.072
10,26,2.072
10,27,2.072
10,28,2.072
10,29,2.685
10,30,2.072
10,31,2.685
11,1,2.685
11,2,2.685
11,3,2.685
11,4,2.072
11,5,2.685
11,6,2.697
11,7,2.685
11,8,2.685
11,9,2.234
11,10,2.234
11,11,2.234
11,12,2.234
11,13,2.234
11,14,2.072
11,15,2.072
11,16,1.424
11,17,1.424
11,18,1.076
11,19,1.076
11,20,1.076
11,21,0.0
11,22,0.0
11,23,0.0
11,24,0.0
11,25,0.0
11,26,0.0
11,27,0.0
11,28,0.0
11,29,0.0
11,30,0.0
12,1,0.0
12,2,0.0
12,3,0.417
12,4,0.417
12,5,0.417
12,6,0.417
12,7,0.0
12,8,0.0
12,9,0.0
12,10,0.0
12,11,0.0
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.417
12,16,0.417
12,17,0.417
12,18,0.417
12,19,0.417
12,20,0.417
12,21,2.488
12,22,2.488
12,23,2.488
12,24,2.488
12,25,2.488
12,26,2.488
12,27,2.188
12,28,2.488
12,29,2.488
12,30,2.488
12,31,2.488
