Province_ID,critical_0_level,critical_10_level,critical_20_level,critical_30_level,critical_40_level,critical_50_level
50,0.0,-25.928021126677848,-53.41283109098698,-84.65733433656743,-124.02075313763586,-184.77803671709364
51,0.0,-7.155313442851428,-14.740251346557784,-23.362745635498612,-34.22580372727379,-50.992891574943
52,0.0,-1.0002667796640754,-2.060592294610196,-3.2659615162321214,-4.784547140963831,-7.128478137094893
57,0.0,-0.24832192918617788,-0.5115537817177337,-0.8107935611247036,-1.187791097816283,-1.7696853271078101
58,0.0,-1.088461667181868,-2.2422775303272204,-3.553925801778289,-5.2064071942014225,-7.757005786173938
60,0.0,-12.963927752783516,-26.70624495221192,-42.328396784329556,-62.00998046348466,-92.38842820275464
62,0.0,-12.201300332587975,-25.135199889372647,-39.838349272786196,-58.36212679374407,-86.95350523806444
63,0.0,-9.865704179644705,-20.323772044400734,-32.212416563580106,-47.19033730398043,-70.30869962037669
64,0.0,-0.06100690184840713,-0.12567682384602055,-0.19919305300568094,-0.2918125481642851,-0.43477037814283337
